region,comuna,region_nombre,comuna_nombre,attribute_type,attribute_value,attribute_units,attribute_category
5,5101,Valparaíso,Valparaíso,renter_share,30.93,percent,very high
5,5102,Valparaíso,Casablanca,disability_prevalence,10.11,percent,very low
5,5102,Valparaíso,Casablanca,electricity_access_rate,99.74,percent,high
5,5102,Valparaíso,Casablanca,employment_agriculture_forestry,9.63,percent,low
5,5102,Valparaíso,Casablanca,employment_construction,6.7,percent,very low
5,5102,Valparaíso,Casablanca,employment_electricity_gas,1.01,percent,medium
5,5102,Valparaíso,Casablanca,employment_in_transport_and_logistics,12.69,percent,very high
5,5102,Valparaíso,Casablanca,employment_manufacturing,14.28,percent,very high
5,5102,Valparaíso,Casablanca,employment_mining,1.21,percent,medium
5,5102,Valparaíso,Casablanca,employment_water_waste,0.89,percent,medium
5,5102,Valparaíso,Casablanca,fixed_internet_household_share,43.6,percent,medium
5,5102,Valparaíso,Casablanca,home_ownership,64.82,percent,low
5,5102,Valparaíso,Casablanca,indigenous_identification_rate,5.35,percent,low
5,5102,Valparaíso,Casablanca,literacy_rate,95.55,percent,high
5,5102,Valparaíso,Casablanca,mean_years_schooling,9.92,years,high
5,5102,Valparaíso,Casablanca,population,29658.0,persons,high
5,5102,Valparaíso,Casablanca,renter_share,19.22,percent,high
5,5103,Valparaíso,Concón,disability_prevalence,8.25,percent,very low
5,5103,Valparaíso,Concón,electricity_access_rate,99.89,percent,very high
5,5103,Valparaíso,Concón,employment_agriculture_forestry,1.37,percent,very low
5,5103,Valparaíso,Concón,employment_construction,7.71,percent,low
5,5103,Valparaíso,Concón,employment_electricity_gas,0.93,percent,medium
5,5103,Valparaíso,Concón,employment_in_transport_and_logistics,5.51,percent,medium
5,5103,Valparaíso,Concón,employment_manufacturing,6.18,percent,low
5,5103,Valparaíso,Concón,employment_mining,4.58,percent,very high
5,5103,Valparaíso,Concón,employment_water_waste,0.78,percent,low
5,5103,Valparaíso,Concón,fixed_internet_household_share,75.89,percent,very high
5,5103,Valparaíso,Concón,home_ownership,55.47,percent,very low
5,5103,Valparaíso,Concón,indigenous_identification_rate,3.57,percent,very low
5,5103,Valparaíso,Concón,literacy_rate,97.3,percent,very high
5,5103,Valparaíso,Concón,mean_years_schooling,11.97,years,very high
5,5103,Valparaíso,Concón,population,48112.0,persons,high
5,5103,Valparaíso,Concón,renter_share,34.35,percent,very high
5,5104,Valparaíso,Juan Fernández,disability_prevalence,6.01,percent,very low
5,5104,Valparaíso,Juan Fernández,electricity_access_rate,99.73,percent,high
5,5104,Valparaíso,Juan Fernández,employment_agriculture_forestry,21.93,percent,high
5,5104,Valparaíso,Juan Fernández,employment_construction,4.54,percent,very low
5,5104,Valparaíso,Juan Fernández,employment_electricity_gas,0.19,percent,very low
5,5104,Valparaíso,Juan Fernández,employment_in_transport_and_logistics,3.21,percent,very low
5,5104,Valparaíso,Juan Fernández,employment_manufacturing,4.73,percent,very low
5,5104,Valparaíso,Juan Fernández,employment_mining,0.38,percent,very low
5,5104,Valparaíso,Juan Fernández,employment_water_waste,0.76,percent,low
5,5104,Valparaíso,Juan Fernández,fixed_internet_household_share,1.61,percent,very low
5,5104,Valparaíso,Juan Fernández,home_ownership,62.03,percent,low
5,5104,Valparaíso,Juan Fernández,indigenous_identification_rate,12.36,percent,medium
5,5104,Valparaíso,Juan Fernández,literacy_rate,97.23,percent,very high
5,5104,Valparaíso,Juan Fernández,mean_years_schooling,10.35,years,very high
5,5104,Valparaíso,Juan Fernández,population,901.0,persons,very low
5,5104,Valparaíso,Juan Fernández,renter_share,21.39,percent,high
5,5105,Valparaíso,Puchuncaví,disability_prevalence,13.1,percent,medium
5,5105,Valparaíso,Puchuncaví,electricity_access_rate,98.92,percent,low
5,5105,Valparaíso,Puchuncaví,employment_agriculture_forestry,2.93,percent,very low
5,5105,Valparaíso,Puchuncaví,employment_construction,13.08,percent,very high
5,5105,Valparaíso,Puchuncaví,employment_electricity_gas,1.61,percent,very high
5,5105,Valparaíso,Puchuncaví,employment_in_transport_and_logistics,6.17,percent,high
5,5105,Valparaíso,Puchuncaví,employment_manufacturing,6.41,percent,low
5,5105,Valparaíso,Puchuncaví,employment_mining,3.67,percent,high
5,5105,Valparaíso,Puchuncaví,employment_water_waste,1.14,percent,high
5,5105,Valparaíso,Puchuncaví,fixed_internet_household_share,47.26,percent,medium
5,5105,Valparaíso,Puchuncaví,home_ownership,65.71,percent,low
5,5105,Valparaíso,Puchuncaví,indigenous_identification_rate,5.91,percent,low
5,5105,Valparaíso,Puchuncaví,literacy_rate,96.05,percent,high
5,5105,Valparaíso,Puchuncaví,mean_years_schooling,10.02,years,high
5,5105,Valparaíso,Puchuncaví,population,22443.0,persons,medium
5,5105,Valparaíso,Puchuncaví,renter_share,17.78,percent,high
5,5107,Valparaíso,Quintero,disability_prevalence,13.93,percent,high
5,5107,Valparaíso,Quintero,electricity_access_rate,99.48,percent,medium
5,5107,Valparaíso,Quintero,employment_agriculture_forestry,3.72,percent,low
5,5107,Valparaíso,Quintero,employment_construction,10.73,percent,high
5,5107,Valparaíso,Quintero,employment_electricity_gas,1.47,percent,very high
5,5107,Valparaíso,Quintero,employment_in_transport_and_logistics,7.59,percent,very high
5,5107,Valparaíso,Quintero,employment_manufacturing,7.49,percent,medium
5,5107,Valparaíso,Quintero,employment_mining,4.52,percent,very high
5,5107,Valparaíso,Quintero,employment_water_waste,0.97,percent,high
5,5107,Valparaíso,Quintero,fixed_internet_household_share,59.19,percent,high
5,5107,Valparaíso,Quintero,home_ownership,59.18,percent,very low
5,5107,Valparaíso,Quintero,indigenous_identification_rate,6.3,percent,low
5,5107,Valparaíso,Quintero,literacy_rate,96.05,percent,high
5,5107,Valparaíso,Quintero,mean_years_schooling,10.06,years,high
5,5107,Valparaíso,Quintero,population,35544.0,persons,high
5,5107,Valparaíso,Quintero,renter_share,21.19,percent,high
5,5109,Valparaíso,Viña del Mar,disability_prevalence,10.5,percent,low
5,5109,Valparaíso,Viña del Mar,electricity_access_rate,99.63,percent,high
5,5109,Valparaíso,Viña del Mar,employment_agriculture_forestry,0.51,percent,very low
5,5109,Valparaíso,Viña del Mar,employment_construction,8.42,percent,medium
5,5109,Valparaíso,Viña del Mar,employment_electricity_gas,1.22,percent,high
5,5109,Valparaíso,Viña del Mar,employment_in_transport_and_logistics,6.58,percent,high
5,5109,Valparaíso,Viña del Mar,employment_manufacturing,5.9,percent,low
5,5109,Valparaíso,Viña del Mar,employment_mining,2.21,percent,high
5,5109,Valparaíso,Viña del Mar,employment_water_waste,0.69,percent,low
5,5109,Valparaíso,Viña del Mar,fixed_internet_household_share,73.51,percent,very high
5,5109,Valparaíso,Viña del Mar,home_ownership,53.07,percent,very low
5,5109,Valparaíso,Viña del Mar,indigenous_identification_rate,4.82,percent,low
5,5109,Valparaíso,Viña del Mar,literacy_rate,97.22,percent,very high
5,5109,Valparaíso,Viña del Mar,mean_years_schooling,11.54,years,very high
5,5109,Valparaíso,Viña del Mar,population,331684.0,persons,very high
5,5109,Valparaíso,Viña del Mar,renter_share,32.18,percent,very high
5,5201,Valparaíso,Isla de Pascua,disability_prevalence,6.08,percent,very low
5,5201,Valparaíso,Isla de Pascua,electricity_access_rate,99.52,percent,medium
5,5201,Valparaíso,Isla de Pascua,employment_agriculture_forestry,5.39,percent,low
5,5201,Valparaíso,Isla de Pascua,employment_construction,3.97,percent,very low
5,5201,Valparaíso,Isla de Pascua,employment_electricity_gas,1.34,percent,very high
5,5201,Valparaíso,Isla de Pascua,employment_in_transport_and_logistics,4.13,percent,very low
5,5201,Valparaíso,Isla de Pascua,employment_manufacturing,4.5,percent,very low
5,5201,Valparaíso,Isla de Pascua,employment_mining,0.36,percent,very low
5,5201,Valparaíso,Isla de Pascua,employment_water_waste,1.46,percent,very high
5,5201,Valparaíso,Isla de Pascua,fixed_internet_household_share,7.31,percent,very low
5,5201,Valparaíso,Isla de Pascua,home_ownership,58.85,percent,very low
5,5201,Valparaíso,Isla de Pascua,indigenous_identification_rate,59.56,percent,very high
5,5201,Valparaíso,Isla de Pascua,literacy_rate,96.74,percent,very high
5,5201,Valparaíso,Isla de Pascua,mean_years_schooling,10.49,years,very high
5,5201,Valparaíso,Isla de Pascua,population,4773.0,persons,very low
5,5201,Valparaíso,Isla de Pascua,renter_share,31.62,percent,very high
5,5301,Valparaíso,Los Andes,disability_prevalence,10.95,percent,low
5,5301,Valparaíso,Los Andes,electricity_access_rate,99.84,percent,very high
5,5301,Valparaíso,Los Andes,employment_agriculture_forestry,3.93,percent,low
5,5301,Valparaíso,Los Andes,employment_construction,6.64,percent,very low
5,5301,Valparaíso,Los Andes,employment_electricity_gas,1.29,percent,high
5,5301,Valparaíso,Los Andes,employment_in_transport_and_logistics,8.03,percent,very high
5,5301,Valparaíso,Los Andes,employment_manufacturing,5.59,percent,low
5,5301,Valparaíso,Los Andes,employment_mining,14.22,percent,very high
5,5301,Valparaíso,Los Andes,employment_water_waste,0.67,percent,very low
5,5301,Valparaíso,Los Andes,fixed_internet_household_share,71.98,percent,very high
5,5301,Valparaíso,Los Andes,home_ownership,63.37,percent,low
5,5301,Valparaíso,Los Andes,indigenous_identification_rate,4.92,percent,low
5,5301,Valparaíso,Los Andes,literacy_rate,96.5,percent,very high
5,5301,Valparaíso,Los Andes,mean_years_schooling,10.5,years,very high
5,5301,Valparaíso,Los Andes,population,62524.0,persons,high
5,5301,Valparaíso,Los Andes,renter_share,27.73,percent,very high
5,5302,Valparaíso,Calle Larga,disability_prevalence,11.02,percent,low
5,5302,Valparaíso,Calle Larga,electricity_access_rate,99.73,percent,high
5,5302,Valparaíso,Calle Larga,employment_agriculture_forestry,11.12,percent,medium
5,5302,Valparaíso,Calle Larga,employment_construction,7.47,percent,low
5,5302,Valparaíso,Calle Larga,employment_electricity_gas,0.94,percent,medium
5,5302,Valparaíso,Calle Larga,employment_in_transport_and_logistics,7.05,percent,high
5,5302,Valparaíso,Calle Larga,employment_manufacturing,5.22,percent,low
5,5302,Valparaíso,Calle Larga,employment_mining,14.97,percent,very high
5,5302,Valparaíso,Calle Larga,employment_water_waste,0.73,percent,low
5,5302,Valparaíso,Calle Larga,fixed_internet_household_share,62.88,percent,high
5,5302,Valparaíso,Calle Larga,home_ownership,69.98,percent,medium
5,5302,Valparaíso,Calle Larga,indigenous_identification_rate,5.95,percent,low
5,5302,Valparaíso,Calle Larga,literacy_rate,94.94,percent,medium
5,5302,Valparaíso,Calle Larga,mean_years_schooling,9.86,years,high
5,5302,Valparaíso,Calle Larga,population,16594.0,persons,medium
5,5302,Valparaíso,Calle Larga,renter_share,16.37,percent,medium
5,5303,Valparaíso,Rinconada,disability_prevalence,9.59,percent,very low
5,5303,Valparaíso,Rinconada,electricity_access_rate,99.49,percent,medium
5,5303,Valparaíso,Rinconada,employment_agriculture_forestry,16.88,percent,medium
5,5303,Valparaíso,Rinconada,employment_construction,6.78,percent,low
5,5303,Valparaíso,Rinconada,employment_electricity_gas,0.87,percent,low
5,5303,Valparaíso,Rinconada,employment_in_transport_and_logistics,6.67,percent,high
5,5303,Valparaíso,Rinconada,employment_manufacturing,4.67,percent,very low
5,5303,Valparaíso,Rinconada,employment_mining,11.69,percent,very high
5,5303,Valparaíso,Rinconada,employment_water_waste,1.05,percent,high
5,5303,Valparaíso,Rinconada,fixed_internet_household_share,60.84,percent,high
5,5303,Valparaíso,Rinconada,home_ownership,73.71,percent,very high
5,5303,Valparaíso,Rinconada,indigenous_identification_rate,5.69,percent,low
5,5303,Valparaíso,Rinconada,literacy_rate,94.7,percent,medium
5,5303,Valparaíso,Rinconada,mean_years_schooling,9.85,years,high
5,5303,Valparaíso,Rinconada,population,11837.0,persons,low
5,5303,Valparaíso,Rinconada,renter_share,13.8,percent,medium
5,5304,Valparaíso,San Esteban,disability_prevalence,11.06,percent,low
5,5304,Valparaíso,San Esteban,electricity_access_rate,99.63,percent,high
5,5304,Valparaíso,San Esteban,employment_agriculture_forestry,14.15,percent,medium
5,5304,Valparaíso,San Esteban,employment_construction,7.16,percent,low
5,5304,Valparaíso,San Esteban,employment_electricity_gas,0.93,percent,medium
5,5304,Valparaíso,San Esteban,employment_in_transport_and_logistics,6.48,percent,high
5,5304,Valparaíso,San Esteban,employment_manufacturing,5.55,percent,low
5,5304,Valparaíso,San Esteban,employment_mining,13.19,percent,very high
5,5304,Valparaíso,San Esteban,employment_water_waste,0.93,percent,medium
5,5304,Valparaíso,San Esteban,fixed_internet_household_share,62.46,percent,high
5,5304,Valparaíso,San Esteban,home_ownership,69.01,percent,medium
5,5304,Valparaíso,San Esteban,indigenous_identification_rate,5.35,percent,low
5,5304,Valparaíso,San Esteban,literacy_rate,95.32,percent,high
5,5304,Valparaíso,San Esteban,mean_years_schooling,9.91,years,high
5,5304,Valparaíso,San Esteban,population,20103.0,persons,medium
5,5304,Valparaíso,San Esteban,renter_share,17.02,percent,medium
5,5401,Valparaíso,La Ligua,disability_prevalence,12.51,percent,medium
5,5401,Valparaíso,La Ligua,electricity_access_rate,99.34,percent,medium
5,5401,Valparaíso,La Ligua,employment_agriculture_forestry,8.46,percent,low
5,5401,Valparaíso,La Ligua,employment_construction,12.13,percent,very high
5,5401,Valparaíso,La Ligua,employment_electricity_gas,1.41,percent,very high
5,5401,Valparaíso,La Ligua,employment_in_transport_and_logistics,5.02,percent,low
5,5401,Valparaíso,La Ligua,employment_manufacturing,7.45,percent,medium
5,5401,Valparaíso,La Ligua,employment_mining,5.03,percent,very high
5,5401,Valparaíso,La Ligua,employment_water_waste,1.03,percent,high
5,5401,Valparaíso,La Ligua,fixed_internet_household_share,44.01,percent,medium
5,5401,Valparaíso,La Ligua,home_ownership,70.86,percent,high
5,5401,Valparaíso,La Ligua,indigenous_identification_rate,7.21,percent,medium
5,5401,Valparaíso,La Ligua,literacy_rate,95.19,percent,high
5,5401,Valparaíso,La Ligua,mean_years_schooling,9.64,years,high
5,5401,Valparaíso,La Ligua,population,39203.0,persons,high
5,5401,Valparaíso,La Ligua,renter_share,15.47,percent,medium
5,5402,Valparaíso,Cabildo,disability_prevalence,11.25,percent,low
5,5402,Valparaíso,Cabildo,electricity_access_rate,99.38,percent,medium
5,5402,Valparaíso,Cabildo,employment_agriculture_forestry,16.69,percent,medium
5,5402,Valparaíso,Cabildo,employment_construction,7.08,percent,low
5,5402,Valparaíso,Cabildo,employment_electricity_gas,0.56,percent,very low
5,5402,Valparaíso,Cabildo,employment_in_transport_and_logistics,4.54,percent,low
5,5402,Valparaíso,Cabildo,employment_manufacturing,4.67,percent,very low
5,5402,Valparaíso,Cabildo,employment_mining,21.32,percent,very high
5,5402,Valparaíso,Cabildo,employment_water_waste,1.39,percent,very high
5,5402,Valparaíso,Cabildo,fixed_internet_household_share,37.2,percent,medium
5,5402,Valparaíso,Cabildo,home_ownership,70.92,percent,high
5,5402,Valparaíso,Cabildo,indigenous_identification_rate,5.03,percent,low
5,5402,Valparaíso,Cabildo,literacy_rate,94.07,percent,low
5,5402,Valparaíso,Cabildo,mean_years_schooling,9.2,years,medium
5,5402,Valparaíso,Cabildo,population,19983.0,persons,medium
5,5402,Valparaíso,Cabildo,renter_share,14.25,percent,medium
5,5403,Valparaíso,Papudo,disability_prevalence,12.52,percent,medium
5,5403,Valparaíso,Papudo,electricity_access_rate,99.51,percent,medium
5,5403,Valparaíso,Papudo,employment_agriculture_forestry,5.21,percent,low
5,5403,Valparaíso,Papudo,employment_construction,15.58,percent,very high
5,5403,Valparaíso,Papudo,employment_electricity_gas,0.78,percent,low
5,5403,Valparaíso,Papudo,employment_in_transport_and_logistics,3.75,percent,very low
5,5403,Valparaíso,Papudo,employment_manufacturing,4.72,percent,very low
5,5403,Valparaíso,Papudo,employment_mining,1.88,percent,high
5,5403,Valparaíso,Papudo,employment_water_waste,0.87,percent,medium
5,5403,Valparaíso,Papudo,fixed_internet_household_share,46.9,percent,medium
5,5403,Valparaíso,Papudo,home_ownership,70.03,percent,medium
5,5403,Valparaíso,Papudo,indigenous_identification_rate,7.46,percent,medium
5,5403,Valparaíso,Papudo,literacy_rate,95.78,percent,high
5,5403,Valparaíso,Papudo,mean_years_schooling,9.87,years,high
5,5403,Valparaíso,Papudo,population,7553.0,persons,very low
5,5403,Valparaíso,Papudo,renter_share,15.74,percent,medium
5,5404,Valparaíso,Petorca,disability_prevalence,13.97,percent,high
5,5404,Valparaíso,Petorca,electricity_access_rate,99.07,percent,low
5,5404,Valparaíso,Petorca,employment_agriculture_forestry,10.9,percent,low
5,5404,Valparaíso,Petorca,employment_construction,8.23,percent,medium
5,5404,Valparaíso,Petorca,employment_electricity_gas,0.6,percent,very low
5,5404,Valparaíso,Petorca,employment_in_transport_and_logistics,5.37,percent,medium
5,5404,Valparaíso,Petorca,employment_manufacturing,4.58,percent,very low
5,5404,Valparaíso,Petorca,employment_mining,18.39,percent,very high
5,5404,Valparaíso,Petorca,employment_water_waste,1.66,percent,very high
5,5404,Valparaíso,Petorca,fixed_internet_household_share,19.5,percent,very low
5,5404,Valparaíso,Petorca,home_ownership,73.23,percent,very high
5,5404,Valparaíso,Petorca,indigenous_identification_rate,7.87,percent,medium
5,5404,Valparaíso,Petorca,literacy_rate,93.94,percent,low
5,5404,Valparaíso,Petorca,mean_years_schooling,9.28,years,medium
5,5404,Valparaíso,Petorca,population,10127.0,persons,low
5,5404,Valparaíso,Petorca,renter_share,12.37,percent,low
5,5405,Valparaíso,Zapallar,disability_prevalence,10.14,percent,very low
5,5405,Valparaíso,Zapallar,electricity_access_rate,99.82,percent,very high
5,5405,Valparaíso,Zapallar,employment_agriculture_forestry,3.28,percent,very low
5,5405,Valparaíso,Zapallar,employment_construction,14.02,percent,very high
5,5405,Valparaíso,Zapallar,employment_electricity_gas,1.62,percent,very high
5,5405,Valparaíso,Zapallar,employment_in_transport_and_logistics,2.95,percent,very low
5,5405,Valparaíso,Zapallar,employment_manufacturing,3.88,percent,very low
5,5405,Valparaíso,Zapallar,employment_mining,2.08,percent,high
5,5405,Valparaíso,Zapallar,employment_water_waste,0.96,percent,high
5,5405,Valparaíso,Zapallar,fixed_internet_household_share,42.74,percent,medium
5,5405,Valparaíso,Zapallar,home_ownership,68.59,percent,medium
5,5405,Valparaíso,Zapallar,indigenous_identification_rate,5.81,percent,low
5,5405,Valparaíso,Zapallar,literacy_rate,96.44,percent,very high
5,5405,Valparaíso,Zapallar,mean_years_schooling,10.03,years,high
5,5405,Valparaíso,Zapallar,population,7971.0,persons,low
5,5405,Valparaíso,Zapallar,renter_share,13.09,percent,low
5,5501,Valparaíso,Quillota,disability_prevalence,11.6,percent,low
5,5501,Valparaíso,Quillota,electricity_access_rate,99.8,percent,very high
5,5501,Valparaíso,Quillota,employment_agriculture_forestry,10.45,percent,low
5,5501,Valparaíso,Quillota,employment_construction,8.23,percent,medium
5,5501,Valparaíso,Quillota,employment_electricity_gas,1.39,percent,very high
5,5501,Valparaíso,Quillota,employment_in_transport_and_logistics,6.01,percent,medium
5,5501,Valparaíso,Quillota,employment_manufacturing,6.61,percent,medium
5,5501,Valparaíso,Quillota,employment_mining,5.39,percent,very high
5,5501,Valparaíso,Quillota,employment_water_waste,0.94,percent,medium
5,5501,Valparaíso,Quillota,fixed_internet_household_share,66.69,percent,very high
5,5501,Valparaíso,Quillota,home_ownership,64.46,percent,low
5,5501,Valparaíso,Quillota,indigenous_identification_rate,4.75,percent,low
5,5501,Valparaíso,Quillota,literacy_rate,96.1,percent,very high
5,5501,Valparaíso,Quillota,mean_years_schooling,10.34,years,very high
5,5501,Valparaíso,Quillota,population,95383.0,persons,very high
5,5501,Valparaíso,Quillota,renter_share,23.29,percent,high
5,5502,Valparaíso,Calera,disability_prevalence,12.78,percent,medium
5,5502,Valparaíso,Calera,electricity_access_rate,99.73,percent,high
5,5502,Valparaíso,Calera,employment_agriculture_forestry,6.75,percent,low
5,5502,Valparaíso,Calera,employment_construction,8.77,percent,medium
5,5502,Valparaíso,Calera,employment_electricity_gas,1.38,percent,very high
5,5502,Valparaíso,Calera,employment_in_transport_and_logistics,6.18,percent,high
5,5502,Valparaíso,Calera,employment_manufacturing,10.08,percent,high
5,5502,Valparaíso,Calera,employment_mining,8.52,percent,very high
5,5502,Valparaíso,Calera,employment_water_waste,0.86,percent,medium
5,5502,Valparaíso,Calera,fixed_internet_household_share,62.79,percent,high
5,5502,Valparaíso,Calera,home_ownership,62.83,percent,low
5,5502,Valparaíso,Calera,indigenous_identification_rate,4.78,percent,low
5,5502,Valparaíso,Calera,literacy_rate,95.58,percent,high
5,5502,Valparaíso,Calera,mean_years_schooling,9.82,years,high
5,5502,Valparaíso,Calera,population,50451.0,persons,high
5,5502,Valparaíso,Calera,renter_share,20.71,percent,high
5,5503,Valparaíso,Hijuelas,disability_prevalence,11.42,percent,low
5,5503,Valparaíso,Hijuelas,electricity_access_rate,99.49,percent,medium
5,5503,Valparaíso,Hijuelas,employment_agriculture_forestry,31.5,percent,very high
5,5503,Valparaíso,Hijuelas,employment_construction,5.71,percent,very low
5,5503,Valparaíso,Hijuelas,employment_electricity_gas,0.66,percent,low
5,5503,Valparaíso,Hijuelas,employment_in_transport_and_logistics,6.06,percent,medium
5,5503,Valparaíso,Hijuelas,employment_manufacturing,5.93,percent,low
5,5503,Valparaíso,Hijuelas,employment_mining,5.45,percent,very high
5,5503,Valparaíso,Hijuelas,employment_water_waste,0.97,percent,high
5,5503,Valparaíso,Hijuelas,fixed_internet_household_share,37.98,percent,medium
5,5503,Valparaíso,Hijuelas,home_ownership,67.82,percent,medium
5,5503,Valparaíso,Hijuelas,indigenous_identification_rate,4.87,percent,low
5,5503,Valparaíso,Hijuelas,literacy_rate,94.1,percent,low
5,5503,Valparaíso,Hijuelas,mean_years_schooling,9.22,years,medium
5,5503,Valparaíso,Hijuelas,population,19279.0,persons,medium
5,5503,Valparaíso,Hijuelas,renter_share,11.89,percent,low
5,5504,Valparaíso,La Cruz,disability_prevalence,9.35,percent,very low
5,5504,Valparaíso,La Cruz,electricity_access_rate,99.92,percent,very high
5,5504,Valparaíso,La Cruz,employment_agriculture_forestry,12.45,percent,medium
5,5504,Valparaíso,La Cruz,employment_construction,6.34,percent,very low
5,5504,Valparaíso,La Cruz,employment_electricity_gas,1.41,percent,very high
5,5504,Valparaíso,La Cruz,employment_in_transport_and_logistics,4.92,percent,low
5,5504,Valparaíso,La Cruz,employment_manufacturing,6.4,percent,low
5,5504,Valparaíso,La Cruz,employment_mining,9.9,percent,very high
5,5504,Valparaíso,La Cruz,employment_water_waste,0.95,percent,high
5,5504,Valparaíso,La Cruz,fixed_internet_household_share,74.28,percent,very high
5,5504,Valparaíso,La Cruz,home_ownership,68.08,percent,medium
5,5504,Valparaíso,La Cruz,indigenous_identification_rate,4.86,percent,low
5,5504,Valparaíso,La Cruz,literacy_rate,96.31,percent,very high
5,5504,Valparaíso,La Cruz,mean_years_schooling,10.75,years,very high
5,5504,Valparaíso,La Cruz,population,24915.0,persons,medium
5,5504,Valparaíso,La Cruz,renter_share,19.34,percent,high
5,5506,Valparaíso,Nogales,disability_prevalence,12.55,percent,medium
5,5506,Valparaíso,Nogales,electricity_access_rate,99.59,percent,high
5,5506,Valparaíso,Nogales,employment_agriculture_forestry,14.4,percent,medium
5,5506,Valparaíso,Nogales,employment_construction,8.56,percent,medium
5,5506,Valparaíso,Nogales,employment_electricity_gas,1.25,percent,high
5,5506,Valparaíso,Nogales,employment_in_transport_and_logistics,7.53,percent,very high
5,5506,Valparaíso,Nogales,employment_manufacturing,8.54,percent,high
5,5506,Valparaíso,Nogales,employment_mining,16.24,percent,very high
5,5506,Valparaíso,Nogales,employment_water_waste,0.87,percent,medium
5,5506,Valparaíso,Nogales,fixed_internet_household_share,49.28,percent,high
5,5506,Valparaíso,Nogales,home_ownership,66.41,percent,low
5,5506,Valparaíso,Nogales,indigenous_identification_rate,4.72,percent,low
5,5506,Valparaíso,Nogales,literacy_rate,94.52,percent,medium
5,5506,Valparaíso,Nogales,mean_years_schooling,9.44,years,medium
5,5506,Valparaíso,Nogales,population,22095.0,persons,medium
5,5506,Valparaíso,Nogales,renter_share,14.02,percent,medium
5,5601,Valparaíso,San Antonio,disability_prevalence,13.73,percent,high
5,5601,Valparaíso,San Antonio,electricity_access_rate,99.73,percent,high
5,5601,Valparaíso,San Antonio,employment_agriculture_forestry,4.66,percent,low
5,5601,Valparaíso,San Antonio,employment_construction,7.6,percent,low
5,5601,Valparaíso,San Antonio,employment_electricity_gas,0.73,percent,low
5,5601,Valparaíso,San Antonio,employment_in_transport_and_logistics,18.96,percent,very high
5,5601,Valparaíso,San Antonio,employment_manufacturing,6.5,percent,low
5,5601,Valparaíso,San Antonio,employment_mining,0.97,percent,low
5,5601,Valparaíso,San Antonio,employment_water_waste,0.9,percent,medium
5,5601,Valparaíso,San Antonio,fixed_internet_household_share,57.19,percent,high
5,5601,Valparaíso,San Antonio,home_ownership,67.04,percent,medium
5,5601,Valparaíso,San Antonio,indigenous_identification_rate,8.28,percent,medium
5,5601,Valparaíso,San Antonio,literacy_rate,95.74,percent,high
5,5601,Valparaíso,San Antonio,mean_years_schooling,9.88,years,high
5,5601,Valparaíso,San Antonio,population,95520.0,persons,very high
5,5601,Valparaíso,San Antonio,renter_share,16.13,percent,medium
5,5602,Valparaíso,Algarrobo,disability_prevalence,10.85,percent,low
5,5602,Valparaíso,Algarrobo,electricity_access_rate,99.76,percent,high
5,5602,Valparaíso,Algarrobo,employment_agriculture_forestry,1.63,percent,very low
5,5602,Valparaíso,Algarrobo,employment_construction,10.74,percent,high
5,5602,Valparaíso,Algarrobo,employment_electricity_gas,1.61,percent,very high
5,5602,Valparaíso,Algarrobo,employment_in_transport_and_logistics,3.79,percent,very low
5,5602,Valparaíso,Algarrobo,employment_manufacturing,5.76,percent,low
5,5602,Valparaíso,Algarrobo,employment_mining,1.28,percent,medium
5,5602,Valparaíso,Algarrobo,employment_water_waste,0.72,percent,low
5,5602,Valparaíso,Algarrobo,fixed_internet_household_share,51.55,percent,high
5,5602,Valparaíso,Algarrobo,home_ownership,64.83,percent,low
5,5602,Valparaíso,Algarrobo,indigenous_identification_rate,7.48,percent,medium
5,5602,Valparaíso,Algarrobo,literacy_rate,96.4,percent,very high
5,5602,Valparaíso,Algarrobo,mean_years_schooling,11.16,years,very high
5,5602,Valparaíso,Algarrobo,population,16032.0,persons,medium
5,5602,Valparaíso,Algarrobo,renter_share,18.2,percent,high
5,5603,Valparaíso,Cartagena,disability_prevalence,16.39,percent,very high
5,5603,Valparaíso,Cartagena,electricity_access_rate,99.62,percent,high
5,5603,Valparaíso,Cartagena,employment_agriculture_forestry,3.99,percent,low
5,5603,Valparaíso,Cartagena,employment_construction,10.68,percent,high
5,5603,Valparaíso,Cartagena,employment_electricity_gas,0.81,percent,low
5,5603,Valparaíso,Cartagena,employment_in_transport_and_logistics,12.7,percent,very high
5,5603,Valparaíso,Cartagena,employment_manufacturing,7.13,percent,medium
5,5603,Valparaíso,Cartagena,employment_mining,1.27,percent,medium
5,5603,Valparaíso,Cartagena,employment_water_waste,1.18,percent,very high
5,5603,Valparaíso,Cartagena,fixed_internet_household_share,45.22,percent,medium
5,5603,Valparaíso,Cartagena,home_ownership,61.97,percent,low
5,5603,Valparaíso,Cartagena,indigenous_identification_rate,7.46,percent,medium
5,5603,Valparaíso,Cartagena,literacy_rate,95.31,percent,high
5,5603,Valparaíso,Cartagena,mean_years_schooling,9.43,years,medium
5,5603,Valparaíso,Cartagena,population,24544.0,persons,medium
5,5603,Valparaíso,Cartagena,renter_share,14.56,percent,medium
5,5604,Valparaíso,El Quisco,disability_prevalence,13.44,percent,medium
5,5604,Valparaíso,El Quisco,electricity_access_rate,99.65,percent,high
