action_id,action_name,sr15_option,dimension,indicator,sr15_code,cell_score_01,city_indicator,sign,city_quintile_category,city_capacity,indicator_contribution
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,institutional,institutional_capacity,C,1.0,(no bridge),0,,,
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,institutional,political_acceptability,C,1.0,(no bridge),0,,,
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
icare_0031,Capture & Use Biogas at Wastewater Treatment Plants',Reduced food wastage,technological,absence_of_risk,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,environmental,air_pollution,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,environmental,biodiversity,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,environmental,water_use,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,institutional,institutional_capacity,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,institutional,political_acceptability,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
icare_0053,Support cooperatives of voluntary waste collectors to aggreg,Reduced food wastage,technological,absence_of_risk,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,environmental,air_pollution,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,environmental,biodiversity,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,environmental,water_use,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,institutional,institutional_capacity,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,institutional,political_acceptability,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
icare_0064,Develop an organic waste management strategy ,Reduced food wastage,technological,absence_of_risk,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,environmental,air_pollution,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,environmental,biodiversity,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,environmental,water_use,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,institutional,institutional_capacity,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,institutional,political_acceptability,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
icare_0111,Strengthen Extended Producer Responsibility (EPR) Systems,Reduced food wastage,technological,absence_of_risk,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
icare_0122,Establish eco-parks.,Reduced food wastage,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
icare_0122,Establish eco-parks.,Reduced food wastage,environmental,air_pollution,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,environmental,biodiversity,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,environmental,water_use,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,institutional,institutional_capacity,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,institutional,political_acceptability,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
icare_0122,Establish eco-parks.,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
icare_0122,Establish eco-parks.,Reduced food wastage,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
icare_0122,Establish eco-parks.,Reduced food wastage,technological,absence_of_risk,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,environmental,air_pollution,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,environmental,biodiversity,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,environmental,water_use,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,institutional,institutional_capacity,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,institutional,political_acceptability,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",Reduced food wastage,technological,absence_of_risk,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,environmental,air_pollution,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,environmental,biodiversity,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,environmental,water_use,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,institutional,institutional_capacity,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,institutional,political_acceptability,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",Reduced food wastage,technological,absence_of_risk,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,environmental,air_pollution,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,environmental,biodiversity,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,environmental,water_use,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,institutional,institutional_capacity,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,institutional,political_acceptability,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
ipcc_0049,Develop and implement circular economy policies,Reduced food wastage,technological,absence_of_risk,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
ipcc_0070,Reduce food loss and waste,Reduced food wastage,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
ipcc_0070,Reduce food loss and waste,Reduced food wastage,environmental,air_pollution,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,environmental,biodiversity,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,environmental,water_use,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,institutional,institutional_capacity,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,institutional,political_acceptability,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
ipcc_0070,Reduce food loss and waste,Reduced food wastage,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
ipcc_0070,Reduce food loss and waste,Reduced food wastage,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
ipcc_0070,Reduce food loss and waste,Reduced food wastage,technological,absence_of_risk,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
icare_0117,Improve public transport systems to promote modal shift,Public transport,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
icare_0117,Improve public transport systems to promote modal shift,Public transport,economic,distributional_effects,C,0.5,poverty_rate,-1,very high,1.0,-1.0
icare_0117,Improve public transport systems to promote modal shift,Public transport,economic,employment_productivity,C,0.938,employment_in_transport_and_logistics,1,high,0.75,0.5
icare_0117,Improve public transport systems to promote modal shift,Public transport,economic,employment_productivity,C,0.938,unemployment_rate,1,very high,1.0,1.0
icare_0117,Improve public transport systems to promote modal shift,Public transport,environmental,air_pollution,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,environmental,biodiversity,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,geophysical,global_spread,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,geophysical,limited_scarce_resources,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,institutional,institutional_capacity,C,0.875,employment_in_transport_and_logistics,1,high,0.75,0.5
icare_0117,Improve public transport systems to promote modal shift,Public transport,institutional,political_acceptability,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
icare_0117,Improve public transport systems to promote modal shift,Public transport,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
icare_0117,Improve public transport systems to promote modal shift,Public transport,socio_cultural,inclusiveness,C,0.542,disability_prevalence,-1,high,0.75,-0.5
icare_0117,Improve public transport systems to promote modal shift,Public transport,socio_cultural,inclusiveness,C,0.542,indigenous_identification_rate,-1,very high,1.0,-1.0
icare_0117,Improve public transport systems to promote modal shift,Public transport,socio_cultural,inclusiveness,C,0.542,poverty_rate,-1,very high,1.0,-1.0
icare_0117,Improve public transport systems to promote modal shift,Public transport,socio_cultural,intergenerational_equity,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,technological,absence_of_risk,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,technological,maturity,C,1.0,(no bridge),0,,,
icare_0117,Improve public transport systems to promote modal shift,Public transport,technological,technical_scalability,C,0.5,fixed_internet_household_share,1,very low,0.0,-1.0
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,economic,distributional_effects,C,0.5,poverty_rate,-1,very high,1.0,-1.0
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,environmental,air_pollution,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,geophysical,global_spread,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,geophysical,limited_scarce_resources,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,institutional,political_acceptability,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,socio_cultural,inclusiveness,C,0.542,disability_prevalence,-1,high,0.75,-0.5
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,socio_cultural,inclusiveness,C,0.542,indigenous_identification_rate,-1,very high,1.0,-1.0
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,socio_cultural,inclusiveness,C,0.542,poverty_rate,-1,very high,1.0,-1.0
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,socio_cultural,intergenerational_equity,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,technological,absence_of_risk,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,technological,maturity,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,technological,simplicity,C,1.0,(no bridge),0,,,
icare_0121,"Incentive to create bike-sharing programs in urban areas, wi",Non-motorised transport,technological,technical_scalability,C,0.5,fixed_internet_household_share,1,very low,0.0,-1.0
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,economic,distributional_effects,C,0.5,poverty_rate,-1,very high,1.0,-1.0
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,environmental,air_pollution,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,geophysical,global_spread,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,geophysical,limited_land_use,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,geophysical,limited_scarce_resources,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,institutional,political_acceptability,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,institutional,transparency_accountability,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,socio_cultural,human_capabilities,C,0.5,literacy_rate,1,very low,0.0,-1.0
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,socio_cultural,human_capabilities,C,0.5,mean_years_schooling,1,very low,0.0,-1.0
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,socio_cultural,inclusiveness,C,0.542,disability_prevalence,-1,high,0.75,-0.5
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,socio_cultural,inclusiveness,C,0.542,indigenous_identification_rate,-1,very high,1.0,-1.0
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,socio_cultural,inclusiveness,C,0.542,poverty_rate,-1,very high,1.0,-1.0
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,socio_cultural,intergenerational_equity,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,technological,absence_of_risk,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,technological,maturity,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,technological,simplicity,C,1.0,(no bridge),0,,,
ipcc_0105,Promote active mobility through road space reallocation,Non-motorised transport,technological,technical_scalability,C,0.5,fixed_internet_household_share,1,very low,0.0,-1.0
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,economic,cost-effectiveness,C,0.5,median_household_income,1,very low,0.0,-1.0
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,economic,cost-effectiveness,C,0.5,poverty_rate,-1,very high,1.0,-1.0
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,economic,distributional_effects,C,0.542,home_ownership,1,very low,0.0,-1.0
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,economic,distributional_effects,C,0.542,poverty_rate,-1,very high,1.0,-1.0
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,economic,distributional_effects,C,0.542,renter_share,-1,high,0.75,-0.5
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,economic,employment_productivity,C,0.812,industry_construction_employment,1,low,0.25,-0.5
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,economic,employment_productivity,C,0.812,unemployment_rate,1,very high,1.0,1.0
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,environmental,air_pollution,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,environmental,toxic_waste,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,environmental,toxic_waste,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,environmental,water_use,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,environmental,water_use,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,geophysical,physical_feasibility,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,institutional,political_acceptability,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,institutional,political_acceptability,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,socio_cultural,public_acceptance,C,0.562,home_ownership,1,very low,0.0,-1.0
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,socio_cultural,public_acceptance,C,0.562,renter_share,-1,high,0.75,-0.5
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,socio_cultural,social_co_benefits,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,technological,maturity,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,technological,simplicity,C,1.0,(no bridge),0,,,
c40_0015,Retrofit residential buildings for energy efficiency,Efficient appliances,technological,technical_scalability,C,0.5,electricity_access_rate,1,very low,0.0,-1.0
c40_0015,Retrofit residential buildings for energy efficiency,Low/zero-energy buildings,technological,technical_scalability,C,0.5,electricity_access_rate,1,very low,0.0,-1.0
