comuna_cut,municipio,ipp_percibido_mclp,fcm_percibido_mclp,ip_percibido_mclp,ingresos_totales_percibido_mclp,ipp_devengado_mclp,fcm_devengado_mclp,ip_devengado_mclp,ingresos_totales_devengado_mclp,fcm_dependency,fcm_share_total_income,autonomy,fcm_contribution_ratio,operational_autonomy,source_vintage
08306,Nacimiento,3383214,6579997,9963211,11566751,3540954,6579997,10120951,11936433,0.660429,0.568872,0.339571,0.11380795462368752,1.18456267996786,2026-06-14
08307,Negrete,1038968,3707641,4746609,5693482,1056424,3707641,4764065,5760887,0.781114,0.651208,0.218886,0.19962288689762575,1.17764415544397,2026-06-14
08308,Quilaco,695969,2642449,3338418,4940115,700003,2642449,3342452,4961688,0.791527,0.534896,0.208473,0.06810992378660856,1.16266980759493,2026-06-14
08309,Quilleco,1204521,3669918,4874439,6770738,1214416,3669918,4884334,6839166,0.75289,0.542026,0.24711,0.09485252804013605,1.39980305734942,2026-06-14
08310,San Rosendo,259778,3297687,3557465,5069603,260512,3297687,3558199,5144297,0.926977,0.650482,0.073023,0.05519201792043939,1.34131089686792,2026-06-14
08311,Santa Bárbara,1363842,4019536,5383378,6386766,1374840,4019536,5394376,6688960,0.746657,0.629354,0.253343,0.11062495770656115,1.20835377791106,2026-06-14
08312,Tucapel,1658560,5103307,6761867,8692691,1666698,5103307,6770005,8850596,0.754719,0.58708,0.245281,0.09084187958905862,1.29223238777977,2026-06-14
08313,Yumbel,2085849,9805297,11891146,13697845,2214509,9805297,12019806,13902167,0.824588,0.715828,0.175412,0.06058480431546337,1.45913335586244,2026-06-14
08314,Alto Biobío,797078,3346227,4143305,5036795,797624,3346227,4143851,5110389,0.807623,0.664356,0.192377,0.06311406847174444,1.19656812673043,2026-06-14
09101,Temuco,42405520,34969092,77374612,100890449,47562915,34969092,82532007,126739763,0.451945,0.346605,0.548055,0.20673279134614075,1.10571065584168,2026-06-14
09102,Carahue,1001536,9662853,10664389,12464727,1078401,9662853,10741254,12997404,0.906086,0.775216,0.093914,0.04317203211101318,1.12876477586411,2026-06-14
09103,Cunco,2303294,6165194,8468488,10957632,2335011,6165194,8500205,11343133,0.728016,0.562639,0.271984,0.08635997504701393,0.995856174711008,2026-06-14
09104,Curarrehue,366384,3773423,4139807,4615759,366384,3773423,4139807,4651378,0.911497,0.817509,0.088503,0.04762254324521794,1.46242832354097,2026-06-14
09105,Freire,2119413,7300961,9420374,10956218,2266727,7300961,9567688,12116248,0.775018,0.666376,0.224982,0.09415787866830133,1.29730771137564,2026-06-14
09106,Galvarino,662140,5238289,5900429,7010946,664383,5238289,5902672,7026108,0.887781,0.747159,0.112219,0.04294932944707709,1.11557626385128,2026-06-14
09107,Gorbea,1076565,5666219,6742784,7723514,1189497,5666219,6855716,8764485,0.840338,0.733632,0.159662,0.060765388701001496,1.17752834418808,2026-06-14
09108,Lautaro,5276729,7360650,12637379,15593011,5785950,7360650,13146600,17618619,0.582451,0.472048,0.417549,0.21424208459850694,1.02779877674712,2026-06-14
09109,Loncoche,2101400,7293233,9394633,10859446,2139381,7293233,9432614,12645523,0.776319,0.671603,0.223681,0.07764457820009316,1.18468280849015,2026-06-14
09110,Melipeuco,752168,5175567,5927735,6830412,752171,5175567,5927738,6953969,0.87311,0.757724,0.12689,0.044285582623121295,1.3173356273658,2026-06-14
09111,Nueva Imperial,1812579,10004194,11816773,13398877,1813755,10004194,11817949,14330449,0.84661,0.746644,0.15339,0.06856604340139745,1.10129252678936,2026-06-14
09112,Padre Las Casas,5043436,16780094,21823530,28074515,6385176,16780094,23165270,34705060,0.768899,0.597698,0.231101,0.14816657165329347,1.12536764485966,2026-06-14
09113,Perquenco,747922,3709249,4457171,5769608,748456,3709249,4457705,5772746,0.832198,0.642894,0.167802,0.05304281270952692,1.17536717937467,2026-06-14
09114,Pitrufquén,1791431,8200589,9992020,11644315,1819437,8200589,10020026,11982081,0.820714,0.704257,0.179286,0.07014435182643589,1.19132210855484,2026-06-14
09115,Pucón,15421159,3508003,18929162,21607925,15491586,3508003,18999589,22444020,0.185323,0.162348,0.814677,0.31829533783180913,1.20475988416227,2026-06-14
09116,Saavedra,463348,6697444,7160792,9513027,463348,6697444,7160792,9515700,0.935294,0.704029,0.064706,0.02778567465439054,1.14665854059643,2026-06-14
09117,Teodoro Schmidt,913701,6641329,7555030,8340470,945880,6641329,7587209,8491807,0.879061,0.796278,0.120939,0.04244903392077098,1.20517212198303,2026-06-14
09118,Toltén,490441,5479566,5970007,6565322,498882,5479566,5978448,6766780,0.917849,0.834623,0.082151,0.040623837727294464,1.08040345873479,2026-06-14
09119,Vilcún,2592154,8522224,11114378,13844233,2631111,8522224,11153335,14383184,0.766775,0.615579,0.233225,0.11674487786286772,1.32367947990241,2026-06-14
09120,Villarrica,10033435,6786218,16819653,20716135,10629463,6786218,17415681,22906148,0.40347,0.327581,0.59653,0.3180820303739137,0.967460280392109,2026-06-14
09121,Cholchol,683230,5254279,5937509,7285600,688852,5254279,5943131,7372878,0.88493,0.721187,0.11507,0.09080370494220044,1.06878750988458,2026-06-14
09201,Angol,4164669,13386666,17551335,20437373,4169638,13386666,17556304,21167481,0.762715,0.655009,0.237285,0.10536081201996075,1.15315029839026,2026-06-14
09202,Collipulli,3163778,6154321,9318099,11593621,3231348,6154321,9385669,11669551,0.66047,0.530837,0.33953,0.09230149028625578,1.19716822231787,2026-06-14
09203,Curacautín,1888590,8186094,10074684,11385158,1937181,8186094,10123275,11587620,0.812541,0.719015,0.187459,0.05764654058455718,1.28743127361297,2026-06-14
09204,Ercilla,570400,4117486,4687886,5396338,573936,4117486,4691422,5445398,0.878325,0.763015,0.121675,0.037391262532525914,1.07065269150772,2026-06-14
09205,Lonquimay,732573,5766077,6498650,7286485,752919,5766077,6518996,7313827,0.887273,0.791339,0.112727,0.035237822873333116,1.35891396454965,2026-06-14
09206,Los Sauces,734679,3889185,4623864,5834773,740270,3889185,4629455,5896439,0.841111,0.666553,0.158889,0.09539685049695502,1.18029301942333,2026-06-14
09207,Lumaco,507679,4655034,5162713,6044815,520205,4655034,5175239,6152763,0.901664,0.770087,0.098336,0.05474460551738183,1.26369674487597,2026-06-14
09208,Purén,664203,5336978,6001181,7347388,667097,5644094,6311191,7676643,0.889321,0.726378,0.110679,0.04424507652083257,1.20852377262314,2026-06-14
09209,Renaico,1201725,3827452,5029177,6034548,1215562,3827452,5043014,6210651,0.761049,0.634257,0.238951,0.05882503555890446,1.10206604362354,2026-06-14
09210,Traiguén,1562356,6704675,8267031,10482198,1566033,6704675,8270708,10486589,0.811014,0.639625,0.188986,0.06425844653171109,1.29920580115924,2026-06-14
09211,Victoria,2861226,9224755,12085981,13639375,2905537,9224755,12130292,13772416,0.763261,0.676333,0.236739,0.09221567402061084,1.03044656363947,2026-06-14
10101,Puerto Montt,47849234,26324470,74173704,85347957,49933128,26324470,76257598,91326782,0.354903,0.308437,0.645097,0.2976243396353279,1.25708177336519,2026-06-14
10102,Calbuco,4350417,7201312,11551729,13358333,4457402,7201312,11658714,13752616,0.623397,0.539088,0.376603,0.08853011784519266,1.26156826924106,2026-06-14
10103,Cochamó,744895,2493710,3238605,4322597,744895,2493710,3238605,4314017,0.769995,0.576901,0.230005,0.05582365230920997,1.34173341282247,2026-06-14
10104,Fresia,997231,3661516,4658747,6116200,1012510,3661516,4674026,6450513,0.785944,0.598659,0.214056,0.08917672352107706,1.23966642407728,2026-06-14
10105,Frutillar,4543491,3052594,7596085,9910029,4832717,3052594,7885311,11462956,0.401864,0.308031,0.598136,0.39547414428515554,1.09061555628811,2026-06-14
10106,Los Muermos,1441858,4262230,5704088,6863372,1446514,4262230,5708744,7059918,0.747224,0.621011,0.252776,0.13137395213303835,1.1481524571573,2026-06-14
10107,Llanquihue,2468475,3172541,5641016,7290716,2564081,3172541,5736622,9142615,0.562406,0.435148,0.437594,0.2791204274428605,1.08236836338923,2026-06-14
10108,Maullín,1426255,4881793,6308048,9163491,1452898,4881793,6334691,10440333,0.773899,0.532744,0.226101,0.240535393450726,1.55287030185225,2026-06-14
10109,Puerto Varas,15095420,3244836,18340256,23443793,15305872,3244836,18550708,26144862,0.176924,0.138409,0.823076,0.6080960640229583,1.03904417428414,2026-06-14
10201,Castro,6065762,15939494,22005256,42293081,6414917,15939494,22354411,43078920,0.724349,0.376882,0.275651,0.056920188307106864,1.36521083716013,2026-06-14
10202,Ancud,4208234,10533616,14741850,33253196,4752887,10533616,15286503,35821952,0.714538,0.31677,0.285462,0.10724085632132403,1.19999579972776,2026-06-14
10203,Chonchi,2490319,4558116,7048435,14972933,2498300,4558116,7056416,15078161,0.646685,0.304424,0.353315,0.09443528861485755,1.27830649351591,2026-06-14
10204,Curaco de Vélez,287557,3195867,3483424,7419241,288054,3195867,3483921,7423177,0.91745,0.430754,0.08255,0.02462993610184654,1.20102455646283,2026-06-14
10205,Dalcahue,1793861,5063145,6857006,14793458,1813569,5063145,6876714,14898764,0.73839,0.342256,0.26161,0.12494052609593444,1.46706812564613,2026-06-14
10206,Puqueldón,567966,2944075,3512041,6899262,582464,2944075,3526539,7071416,0.83828,0.426723,0.16172,0.0452403556295271,1.17121479768601,2026-06-14
10207,Queilén,690465,3351294,4041759,6388785,701890,3351294,4053184,6352411,0.829167,0.524559,0.170833,0.03206224222643552,1.50739907805227,2026-06-14
10208,Quellón,2777855,6281877,9059732,22047618,2790730,6281877,9072607,22378638,0.693384,0.284923,0.306616,0.08133731367233074,1.34409172614374,2026-06-14
10209,Quemchi,1125554,4042716,5168270,6069470,1159235,4042716,5201951,6378236,0.782218,0.666074,0.217782,0.03736671089435914,1.32152326237591,2026-06-14
10210,Quinchao,1070223,3868481,4938704,10464733,1080316,3868481,4948797,10593416,0.783299,0.369668,0.216701,0.05606929438195509,1.02954978731299,2026-06-14
10301,Osorno,25368483,15346404,40714887,51560527,25948855,15346404,41295259,55496727,0.376924,0.297639,0.623076,0.2812851140892681,1.10119348446497,2026-06-14
10302,Puerto Octay,1657493,2568864,4226357,5606188,1707449,2568864,4276313,6555540,0.60782,0.458219,0.39218,0.17182419933480325,1.38188813537044,2026-06-14
10303,Purranque,2554838,4363010,6917848,9177415,2592862,4363010,6955872,9650621,0.630689,0.475407,0.369311,0.28016552792682115,1.22406640325717,2026-06-14
10304,Puyehue,1995495,2880608,4876103,6073787,2088772,2880608,4969380,7171601,0.59076,0.474269,0.40924,0.24678783090236506,1.18329066765935,2026-06-14
10305,Río Negro,1345546,3499723,4845269,5981936,1384289,3499723,4884012,6524295,0.722297,0.585049,0.277703,0.11650379187152812,1.15876272535428,2026-06-14
10306,San Juan de la Costa,427615,5797137,6224752,7555757,429603,5797137,6226740,7573105,0.931304,0.767248,0.068696,0.054103603209653316,1.48088253171772,2026-06-14
10307,San Pablo,1238949,3081573,4320522,5862713,1250724,3081573,4332297,5977171,0.713241,0.525622,0.286759,0.17579171416675834,1.21539961562005,2026-06-14
10401,Chaitén,1351243,3334583,4685826,6468127,1378548,3334583,4713131,6563354,0.711632,0.515541,0.288368,0.03310788785284397,1.4354686032427,2026-06-14
10402,Futaleufú,415290,3052243,3467533,5051014,415290,3052243,3467533,5055166,0.880235,0.604283,0.119765,0.05740303114791319,1.20689099485158,2026-06-14
10403,Hualaihué,1284129,4438552,5722681,10057449,1313520,4438552,5752072,10214193,0.775607,0.44132,0.224393,0.09180809417125224,1.28538163565002,2026-06-14
10404,Palena,269401,2565070,2834471,4157888,271295,2565070,2836365,4219920,0.904955,0.616917,0.095045,0.039158775394043825,1.40536787101323,2026-06-14
11101,Coyhaique,8565530,12047740,20613270,27611002,8565530,12047740,20613270,27789692,0.584465,0.436338,0.415535,0.11531324547176483,0.998804531963507,2026-06-14
11102,Lago Verde,430748,2249305,2680053,3257472,443626,2249305,2692931,3355395,0.839276,0.690506,0.160724,0.18423379666163547,1.15988579678683,2026-06-14
11201,Aysén,4512815,7089898,11602713,14614287,4651519,7089898,11741417,16629322,0.611055,0.485135,0.388945,0.06671619253196591,1.09739744948801,2026-06-14
11202,Cisnes,2979780,2824504,5804284,7985266,2979780,2824504,5804284,7993791,0.486624,0.353714,0.513376,0.0790255563454681,1.0503020103867,2026-06-14
11203,Guaitecas,845220,2297777,3142997,4569039,851424,2297777,3149201,4575310,0.731078,0.502902,0.268922,0.3424179108764689,1.23965422173069,2026-06-14
11301,Cochrane,502861,3005201,3508062,5720960,502861,3005201,3508062,5725548,0.856656,0.525297,0.143344,0.04617860835265262,0.949957769870028,2026-06-14
11302,O'Higgins,118314,2405561,2523875,5323759,118555,2405561,2524116,5346767,0.953122,0.451854,0.046878,0.017814971227085908,0.915850108118484,2026-06-14
11303,Tortel,112343,2322899,2435242,3440734,112343,2322899,2435242,3462377,0.953868,0.675117,0.046132,0.047089864862828734,0.871009358396358,2026-06-14
11401,Chile Chico,664344,4249659,4914003,5981725,664344,4249659,4914003,6024004,0.864806,0.71044,0.135194,0.022805359206468097,1.15499051258372,2026-06-14
11402,Río Ibáñez,505896,3260784,3766680,6252848,509239,3260784,3770023,6270590,0.865692,0.521488,0.134308,0.05887909165403167,1.00361406362074,2026-06-14
12101,Punta Arenas,27316518,6827894,34144412,68890926,28571274,6827894,35399168,74681930,0.199971,0.099112,0.800029,0.4117197777235558,1.12926632805181,2026-06-14
12102,Laguna Blanca,179689,2141726,2321415,2687647,180325,2141726,2322051,2720242,0.922595,0.796878,0.077405,0.020015165338610075,1.3364854011762,2026-06-14
12103,Río Verde,1084626,2136065,3220691,4003454,1207826,2136065,3343891,4172137,0.663232,0.533556,0.336768,0.07767272999651229,1.37814053418446,2026-06-14
12104,San Gregorio,562186,2154386,2716572,3415298,562321,2154386,2716707,3437718,0.793053,0.630805,0.206947,0.009824144791137707,1.32800678138112,2026-06-14
12201,Cabo de Hornos,384379,4413277,4797656,5625416,384379,4413277,4797656,5625416,0.919882,0.784525,0.080118,0.005185035972135898,1.3632458147086,2026-06-14
12301,Porvenir,1972404,2964807,4937211,8107502,1989494,2964807,4954301,8187214,0.600502,0.365687,0.399498,0.047774104688770636,1.16584023925032,2026-06-14
12302,Primavera,361331,2233599,2594930,2963962,361331,2233599,2594930,2971604,0.860755,0.753586,0.139245,0.007893090926348016,1.29585425316332,2026-06-14
12303,Timaukel,130242,2251361,2381603,2980760,130242,2251361,2381603,2980760,0.945313,0.755298,0.054687,0.03359434582015057,1.39473309716913,2026-06-14
12401,Natales,5965513,5965707,11931220,20763406,6083533,5965707,12049240,21271041,0.500008,0.287318,0.499992,0.08273520640554421,1.48128642468423,2026-06-14
12402,Torres del Paine,632161,2157071,2789232,3553811,632161,2157071,2789232,3588078,0.773357,0.606974,0.226643,0.08548675495614191,1.12004484625461,2026-06-14
13101,Santiago,128932500,13857084,142789584,220676681,140732845,13857084,154589929,355385648,0.097045,0.062794,0.902955,3.311878097873983,1.13475968089756,2026-06-14
13102,Cerrillos,19878516,5794478,25672994,32641179,20798934,5794478,26593412,36452304,0.225703,0.17752,0.774297,0.4626511654716784,0.947131088241442,2026-06-14
13103,Cerro Navia,4204101,24107545,28311646,33112609,8267626,24107545,32375171,40552021,0.851506,0.728047,0.148494,0.04945182099628975,1.04126030851216,2026-06-14
13104,Conchalí,11318906,15938756,27257662,61567353,13223094,15938756,29161850,72230132,0.584744,0.258883,0.415256,0.17410185587884022,1.33982873396608,2026-06-14
13105,El Bosque,7032655,27655578,34688233,42630616,18792993,27655578,46448571,103486578,0.797261,0.648726,0.202739,0.09336550478171167,1.18002206267206,2026-06-14
13106,Estación Central,25619164,13714837,39334001,52493660,27614151,13714837,41328988,55158386,0.348676,0.261267,0.651324,0.2505836562257357,1.04892487469783,2026-06-14
13107,Huechuraba,47829993,4197555,52027548,61522133,49599758,4197555,53797313,72780877,0.080679,0.068228,0.919321,1.5879434575604132,1.24258309159977,2026-06-14
13108,Independencia,14167006,11586805,25753811,30957111,15915368,11586805,27502173,35647628,0.449906,0.374286,0.550094,0.22290286235075157,1.19959571920889,2026-06-14
13109,La Cisterna,11521846,7529240,19051086,26235195,13905234,7529240,21434474,30156911,0.395213,0.28699,0.604787,0.3387749626788361,1.00493837072221,2026-06-14
13110,La Florida,52343734,39646198,91989932,180315116,56444278,39646198,96090476,187987484,0.430984,0.219872,0.569016,0.22664198468665267,1.2361465648155,2026-06-14
13111,La Granja,4964681,20224806,25189487,29892859,5867778,20224806,26092584,35009345,0.802907,0.676577,0.197093,0.07949683176194619,0.973537821922354,2026-06-14
13112,La Pintana,8020488,34629442,42649930,50843870,8063155,34629442,42692597,51741908,0.811946,0.681094,0.188054,0.04779886433053123,1.31188371738933,2026-06-14
13113,La Reina,33262915,2662656,35925571,54031609,35934553,2662656,38597209,63356496,0.074116,0.04928,0.925884,2.016602595303336,1.35452771357358,2026-06-14
13114,Las Condes,234140191,5333099,239473290,461662512,241009395,5333099,246342494,504943602,0.02227,0.011552,0.97773,36.33316520094602,1.86566706969051,2026-06-14
13115,Lo Barnechea,121416266,2729398,124145664,151097120,131591300,2729398,134320698,162080846,0.021985,0.018064,0.978015,6.247514653414416,1.73975417865291,2026-06-14
13116,Lo Espejo,5058755,17320411,22379166,27395445,6815922,17320411,24136333,32729168,0.773952,0.632237,0.226048,0.08107301841740361,1.13245100069286,2026-06-14
13117,Lo Prado,3630704,18426472,22057176,59323735,4526253,18426472,22952725,65674250,0.835396,0.310609,0.164604,0.08773692544074634,1.09669368163401,2026-06-14
13118,Macul,20286579,5725524,26012103,59395061,23800533,5725524,29526057,67732874,0.22011,0.096397,0.77989,0.787211441258477,1.03393529789537,2026-06-14
13119,Maipú,47961111,74909462,122870573,181385387,53528212,74909462,128437674,223190453,0.609662,0.412985,0.390338,0.1454389566968189,0.898729257468259,2026-06-14
13120,Ñuñoa,49613776,4527303,54141079,89490253,51689818,4527303,56217121,91618987,0.08362,0.05059,0.91638,1.7589527363200563,1.30972993345766,2026-06-14
13121,Pedro Aguirre Cerda,6473254,15398659,21871913,28035467,6776501,15398659,22175160,34888665,0.704038,0.549256,0.295962,0.12841033754952297,0.930173789068135,2026-06-14
13122,Peñalolén,39761837,19870937,59632774,135541425,42877993,19870937,62748930,149051215,0.333222,0.146604,0.666778,1.3071592950045587,1.02305401506518,2026-06-14
13123,Providencia,107151103,3542058,110693161,202885360,117841277,3542058,121383335,244562530,0.031999,0.017458,0.968001,19.707452560065363,1.51499379484802,2026-06-14
13124,Pudahuel,55350718,21319488,76670206,131037555,57673847,21319488,78993335,145873213,0.278067,0.162698,0.721933,0.20802666555594582,1.31274549169361,2026-06-14
13125,Quilicura,54602029,13262936,67864965,77649572,54602702,13262936,67865638,77607089,0.195431,0.170805,0.804569,0.4072630675440189,1.37751465821279,2026-06-14
13126,Quinta Normal,12725770,12523659,25249429,51297405,15957493,12523659,28481152,66156437,0.495998,0.244138,0.504002,0.23720974836507447,1.1590263224273,2026-06-14
13127,Recoleta,30131399,8484512,38615911,45224007,34124753,8484512,42609265,58278146,0.219715,0.187611,0.780285,0.26516492639765255,1.14716610017734,2026-06-14
13128,Renca,28007454,11215486,39222940,84451062,29905466,11215486,41120952,88873287,0.285942,0.132805,0.714058,0.8475737921655825,1.12683479742885,2026-06-14
13129,San Joaquín,19861119,6497416,26358535,55285271,19861119,6497416,26358535,55285271,0.246501,0.117525,0.753499,0.6430542541835093,1.14684230572669,2026-06-14
13130,San Miguel,19022832,3950173,22973005,49288373,20518375,3950173,24468548,57737209,0.171948,0.080144,0.828052,0.8342837136500098,1.06781480089625,2026-06-14
13131,San Ramón,4414529,14697904,19112433,24483838,4435348,14697904,19133252,24678351,0.769023,0.60031,0.230977,0.14401305111259402,1.04580285082069,2026-06-14
13132,Vitacura,89761057,2529950,92291007,142829872,91189054,2529950,93719004,146367990,0.027413,0.017713,0.972587,17.95617541848653,1.5481752959513,2026-06-14
13201,Puente Alto,32904762,93544163,126448925,143954319,33660522,93544163,127204685,147375258,0.739778,0.649818,0.260222,0.10478589668924612,1.24614152328354,2026-06-14
13202,Pirque,8632950,2705018,11337968,15390174,8871110,2705018,11576128,16537495,0.23858,0.175763,0.76142,0.6797747741419835,1.31119294493402,2026-06-14
13203,San José de Maipo,3907598,2800565,6708163,9362535,3907598,2800565,6708163,9149663,0.417486,0.299125,0.582514,0.2903253450642995,1.1194081431793,2026-06-14
13301,Colina,52221135,7046003,59267138,97705025,54563500,7046003,61609503,103647129,0.118885,0.072115,0.881115,1.4574064189299947,1.35508926324215,2026-06-14
13302,Lampa,30220883,6210082,36430965,62414344,30852881,6210082,37062963,67093862,0.170462,0.099498,0.829538,0.46547614025064404,1.52883440438433,2026-06-14
13303,Tiltil,3212329,2980517,6192846,12201803,3225223,2980517,6205740,12685317,0.481284,0.244269,0.518716,0.3280994538866915,1.17268494532763,2026-06-14
13401,San Bernardo,46589466,25804754,72394220,134467254,48091544,25804754,73896298,140063662,0.356448,0.191904,0.643552,0.25205998863620244,1.23007913421614,2026-06-14
13402,Buin,14544066,6654132,21198198,47102597,17206306,6654132,23860438,50064508,0.313901,0.141269,0.686099,0.5116016634476142,1.07229441799536,2026-06-14
13403,Calera de Tango,6209758,2714861,8924619,17339119,6448318,2714861,9163179,17934438,0.304199,0.156574,0.695801,0.8016303597127072,1.12061580373055,2026-06-14
13404,Paine,13536239,6011180,19547419,29086852,15362099,6011180,21373279,38443061,0.307518,0.206663,0.692482,0.46638430391370744,0.808621372926678,2026-06-14
13501,Melipilla,10090963,24265428,34356391,73145283,11600991,24265428,35866419,75335360,0.706286,0.331743,0.293714,0.12881248169206,1.18862058545921,2026-06-14
13502,Alhué,11855532,2572480,14428012,34603463,11855532,2572480,14428012,34609861,0.178298,0.074342,0.821702,7.145042138325662,1.88596237594461,2026-06-14
13503,Curacaví,6217642,4145269,10362911,13662596,6512767,4145269,10658036,15268925,0.40001,0.303403,0.59999,0.30894183224297384,1.10292297853278,2026-06-14
13504,María Pinto,2731390,2898922,5630312,12699753,2731390,2898922,5630312,12699550,0.514878,0.228266,0.485122,0.38952755541542683,1.22688966493168,2026-06-14
13505,San Pedro,1309080,3261333,4570413,6277308,1317353,3261333,4578686,6399588,0.713575,0.519543,0.286425,0.1644146733866183,1.21485008057955,2026-06-14
13601,Talagante,7684288,9517527,17201815,23904455,8864445,9517527,18381972,30525154,0.553286,0.398149,0.446714,0.25120601181378316,1.04590471791886,2026-06-14
13602,El Monte,3685509,6025746,9711255,11936428,4095877,6025746,10121623,15826914,0.620491,0.50482,0.379509,0.18876252002656602,1.93641773521444,2026-06-14
13603,Isla de Maipo,5398446,4588687,9987133,12232788,5520704,4588687,10109391,12807539,0.45946,0.375114,0.54054,0.2797536637386686,1.1637870690727,2026-06-14
13604,Padre Hurtado,10460434,8229084,18689518,23651753,10460434,8229084,18689518,23925824,0.440305,0.347927,0.559695,0.3470683978921591,1.11498094580265,2026-06-14
13605,Peñaflor,8614569,12395762,21010331,26027931,8628874,12395762,21024636,28203010,0.589984,0.476248,0.410016,0.1720345227667327,1.11173131089259,2026-06-14
14101,Valdivia,23349852,30188153,53538005,64772668,24884954,30188153,55073107,74987112,0.563864,0.466063,0.436136,0.149582453752636,1.09231334288024,2026-06-14
14102,Corral,389678,3493619,3883297,4859520,471636,3493619,3965255,5125398,0.899653,0.718923,0.100347,0.02899343059446379,1.1727122309393,2026-06-14
14103,Lanco,1428378,5649130,7077508,8449726,1442306,5649130,7091436,8936457,0.798181,0.668558,0.201819,0.0750798795566751,1.28624971080996,2026-06-14
14104,Los Lagos,1949846,4087785,6037631,7602867,1992359,4087785,6080144,7749015,0.677051,0.537664,0.322949,0.13380963039885904,1.2312911033271,2026-06-14
14105,Máfil,880570,2798934,3679504,5782771,885103,2798934,3684037,5979311,0.760682,0.484013,0.239318,0.13526685516700288,1.0376316249584,2026-06-14
14106,Mariquina,2202606,6697102,8899708,10909274,2273545,6697102,8970647,11288658,0.752508,0.613891,0.247492,0.09246641308434604,1.23659456250142,2026-06-14
14107,Paillaco,2274040,4956595,7230635,9272770,2549757,4956595,7506352,9816744,0.685499,0.534532,0.314501,0.15674530600139813,1.18838974511361,2026-06-14
14108,Panguipulli,5827791,10637388,16465179,32716692,6010803,10637388,16648191,33463268,0.646054,0.325136,0.353946,0.08902956252042325,1.14963529412504,2026-06-14
14201,La Unión,4696964,7977811,12674775,14792805,4933028,7977811,12910839,16397314,0.629424,0.539303,0.370576,0.12819807338128217,1.1395598550616,2026-06-14
14202,Futrono,2877162,3783362,6660524,9272213,2881910,3783362,6665272,9325307,0.568028,0.408032,0.431972,0.2457108254510142,1.05428224144298,2026-06-14
14203,Lago Ranco,4021415,3305970,7327385,11527494,4049698,3305970,7355668,11780168,0.45118,0.28679,0.54882,0.8894666315786289,1.09314127560363,2026-06-14
14204,Río Bueno,3325966,7534618,10860584,13605067,3798757,7534618,11333375,16463564,0.693758,0.55381,0.306242,0.13897121260825698,1.0982745073452,2026-06-14
15101,Arica,24492994,32462486,56955480,67178688,28599252,32462486,61061738,76174120,0.569962,0.483226,0.430038,0.10026268474940582,1.10618334478513,2026-06-14
15102,Camarones,751080,2616641,3367721,4959441,752853,2616641,3369494,5074924,0.776977,0.527608,0.223023,0.09927919038186744,1.08271913617061,2026-06-14
15201,Putre,325524,3601283,3926807,5204955,325524,3601283,3926807,5204955,0.917102,0.691895,0.082898,0.06087386078794696,1.07274743383033,2026-06-14
15202,General Lagos,119977,2269702,2389679,2929168,119977,2269702,2389679,2929168,0.949794,0.774862,0.050206,0.015401140766497099,1.26548521195753,2026-06-14
16101,Chillán,25514845,24660016,50174861,60609711,29114624,24660016,53774640,66772010,0.491482,0.406866,0.508518,0.18088329707490863,1.2154335611895,2026-06-14
16102,Bulnes,1895419,6544752,8440171,9422399,1914770,6544752,8459522,9476115,0.775429,0.694595,0.224571,0.0860252611558085,1.18934595893373,2026-06-14
16103,Chillán Viejo,3644131,6979281,10623412,14419536,3924294,6979281,10903575,14761326,0.656972,0.484016,0.343028,0.2293938301094339,1.31700245848281,2026-06-14
16104,El Carmen,1169333,4673398,5842731,7856714,1181470,4673398,5854868,8062583,0.799865,0.594829,0.200135,0.09981730637964067,1.05276120644097,2026-06-14
16105,Pemuco,1533556,3092927,4626483,5443849,1557553,3092927,4650480,5535200,0.668527,0.568151,0.331473,0.17201375913495534,1.49777784828117,2026-06-14
16106,Pinto,1828339,3413695,5242034,6516435,1835854,3413695,5249549,6601124,0.651216,0.523859,0.348784,0.1625534794408991,1.22097956304961,2026-06-14
16107,Quillón,1709254,12785053,14494307,16156044,1881826,12785053,14666879,16824851,0.882074,0.791348,0.117926,0.05139978692305773,1.32407338978537,2026-06-14
16108,San Ignacio,955915,5894579,6850494,8481630,978437,5894579,6873016,8588619,0.86046,0.694982,0.13954,0.0777867257356293,1.31698454971316,2026-06-14
16109,Yungay,1853871,7347778,9201649,12250777,1855493,7347778,9203271,12342693,0.798528,0.599781,0.201472,0.06116202748640474,1.49116078379515,2026-06-14
16201,Quirihue,1036733,5124875,6161608,7811767,1047615,5124875,6172490,7917188,0.831743,0.656046,0.168257,0.06663245445010854,1.25949778367843,2026-06-14
16202,Cobquecura,793431,4981032,5774463,7269318,787657,4981032,5768689,7269343,0.862597,0.685213,0.137403,0.05688459740872976,1.36460962863569,2026-06-14
16203,Coelemu,1403857,5880757,7284614,8748962,1447762,5880757,7328519,9172617,0.807285,0.672166,0.192715,0.07097640660887705,1.23198959019335,2026-06-14
16204,Ninhue,364729,3843896,4208625,6781191,365776,3843896,4209672,6800367,0.913338,0.566847,0.086662,0.0579115564000691,1.39798252714915,2026-06-14
16205,Portezuelo,524004,3671989,4195993,5027688,527304,3671989,4199293,5035166,0.875118,0.730353,0.124882,0.04696718862719905,1.41668360432461,2026-06-14
