award_id,numero_ingreso,ano,concurso_id,concurso,fecha_presentacion,tipo_concurso,objetivo_manejo,literal,region_num,region,puntaje,superficie_ha,presenter_type,monto_total_utm,monto_actividades_utm,monto_ordenacion_utm,aporte_propietario_utm,monto_asesoria_utm,monto_asistencia_tecnica_utm,monto_elaboracion_plan_utm,monto_informe_ejecucion_utm,tiene_plan_saff,tiene_bonificacion_saff,numero_bonos
1249829,052/2018,2018,1248949,Primer Concurso 2018,2018-02-28,Pequeños Propietarios,PRODUCCION MADERERA,C,10,Los Lagos,56.58,2.5,Consultor,28.76,28.76,0.0,0.0,,,,,1,Si,1.0
1257922,486/2018,2018,1248949,Primer Concurso 2018,2018-05-14,Pequeños Propietarios,PRODUCCION MADERERA,C,9,La Araucanía,51.86,2.68,Personal Fomento Conaf,24.25,24.25,0.0,0.0,,,,,,Si,
1529422,1201/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Otros Interesados,PRODUCCION MADERERA,C,6,O'Higgins,61.38,25.0,Extensionista,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0
1528323,1093/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-17,Otros Interesados,PRODUCCION MADERERA,C,13,Metropolitana,50.38,30.0,Consultor,462.0,300.0,0.0,0.0,162.0,85.5,45.0,31.5,,,
1519166,559/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-25,Pequeños Propietarios,PRODUCCION NO MADERERA,B,9,La Araucanía,51.07,2.6,Extensionista,14.95,14.95,0.0,9.46,0.0,0.0,0.0,0.0,,,
1264096,1001/2018,2018,1248949,Primer Concurso 2018,2018-05-28,Otros Interesados,PRODUCCION MADERERA,C,7,Maule,48.01,100.0,Otros,862.0,862.0,0.0,107.0,,,,,,Si,
1509795,203/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-05-06,Pequeños Propietarios,PRODUCCION NO MADERERA,B,11,Aysén,48.97,1.87,Extensionista,10.75,10.75,0.0,1.06,0.0,0.0,0.0,0.0,,,
1527280,1001/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-17,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,40.27,1.5,Extensionista,17.25,17.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
1525838,879/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-15,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,33.57,4.0,Extensionista,45.16,45.16,0.0,0.0,0.0,0.0,0.0,0.0,,,
1528589,1112/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,6,O'Higgins,33.1,6.1,Extensionista,70.1,70.1,0.0,0.0,0.0,0.0,0.0,0.0,,,
1520069,595/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-26,Pequeños Propietarios,PRODUCCION MADERERA,C,6,O'Higgins,37.47,20.0,Extensionista,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1529873,1230/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION NO MADERERA,B,11,Aysén,42.62,5.0,Extensionista,28.75,28.75,0.0,4.18,0.0,0.0,0.0,0.0,,,
1529678,1205/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION NO MADERERA,B,11,Aysén,41.22,9.4,Extensionista,53.03,53.03,0.0,9.1,0.0,0.0,0.0,0.0,,,
1524502,793/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-14,Pequeños Propietarios,BOSQUE PRESERVACION Y FORMACIONES XEROFITICAS DE ALTO VALOR ECOLOGICO,A,4,Coquimbo,74.25,2.0,Profesional de CONAF,11.5,11.5,0.0,11.64,0.0,0.0,0.0,0.0,,,
1518373,533/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-24,Pequeños Propietarios,BOSQUE PRESERVACION Y FORMACIONES XEROFITICAS DE ALTO VALOR ECOLOGICO,A,6,O'Higgins,60.92,5.0,Extensionista,28.75,28.75,0.0,0.0,0.0,0.0,0.0,0.0,,,
1526625,947/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,41.17,5.0,Extensionista,57.5,57.5,0.0,0.0,0.0,0.0,0.0,0.0,,,
1530496,1284/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,6,O'Higgins,27.52,8.2,Extensionista,94.3,94.3,0.0,0.0,0.0,0.0,0.0,0.0,,,
1516856,1034/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-17,Otros Interesados,PRODUCCION MADERERA,C,7,Maule,51.32,50.0,Consultor,293.0,203.0,0.0,0.0,90.0,47.5,25.0,17.5,,,1.0
1524136,770/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-12,Otros Interesados,PRODUCCION MADERERA,C,6,O'Higgins,49.98,28.6,Consultor,337.48,286.0,0.0,0.0,51.48,27.17,14.3,10.01,,,
1513324,299/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-05-27,Otros Interesados,PRODUCCION MADERERA,C,6,O'Higgins,51.98,15.0,Extensionista,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1527601,1029/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-17,Pequeños Propietarios,PRODUCCION NO MADERERA,B,7,Maule,48.87,15.0,Extensionista,81.37,81.37,0.0,0.0,0.0,0.0,0.0,0.0,,,
1524469,792/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-14,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,40.27,1.9,Extensionista,21.85,21.85,0.0,0.0,0.0,0.0,0.0,0.0,,,
1526421,929/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-16,Pequeños Propietarios,PRODUCCION NO MADERERA,B,14,Los Ríos,51.57,5.5,Extensionista,31.63,31.63,0.0,0.92,0.0,0.0,0.0,0.0,,,
1522207,699/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-30,Pequeños Propietarios,PRODUCCION MADERERA,C,11,Aysén,38.17,11.0,Extensionista,126.5,126.5,0.0,0.0,0.0,0.0,0.0,0.0,,,
1520013,592/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-26,Pequeños Propietarios,PRODUCCION MADERERA,C,6,O'Higgins,37.47,15.0,Extensionista,172.5,172.5,0.0,0.0,0.0,0.0,0.0,0.0,,,
1473969,169/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.39,Extensionista,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1525812,878/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-15,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,28.57,4.0,Extensionista,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1516368,440/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-20,Pequeños Propietarios,PRODUCCION NO MADERERA,B,7,Maule,44.87,10.61,Extensionista,61.01,61.01,0.0,0.02,0.0,0.0,0.0,0.0,,,
1473887,160/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.25,Extensionista,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1473929,164/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.46,Extensionista,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1516113,439/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-20,Otros Interesados,PRODUCCION MADERERA,C,7,Maule,57.32,3.0,Extensionista,11.73,11.73,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0
1528399,1213/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION NO MADERERA,B,11,Aysén,41.22,9.4,Extensionista,54.03,54.03,0.0,8.1,0.0,0.0,0.0,0.0,,,
1473826,152/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.53,Extensionista,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1519999,591/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-26,Pequeños Propietarios,PRODUCCION MADERERA,C,6,O'Higgins,35.47,15.0,Extensionista,172.5,172.5,0.0,0.0,0.0,0.0,0.0,0.0,,,
1514212,341/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-04,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,49.2,2.7,Extensionista,14.61,14.61,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0
1473752,147/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.49,Extensionista,4.9,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1473959,167/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.29,Extensionista,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1529674,1231/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,47.67,8.3,Extensionista,47.73,47.73,0.0,31.56,0.0,0.0,0.0,0.0,,,
1522270,702/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-30,Pequeños Propietarios,BOSQUE PRESERVACION Y FORMACIONES XEROFITICAS DE ALTO VALOR ECOLOGICO,A,10,Los Lagos,54.27,5.17,Extensionista,29.73,29.73,0.0,2.74,0.0,0.0,0.0,0.0,,,
1473910,161/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.46,Extensionista,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1473362,114/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION NO MADERERA,B,10,Los Lagos,45.57,1.69,Consultor,9.12,8.45,0.0,5.13,0.67,0.35,0.18,0.13,,,
1529193,1156/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION NO MADERERA,B,11,Aysén,47.57,8.0,Extensionista,45.92,45.92,0.0,0.06,0.0,0.0,0.0,0.0,,,
1513891,338/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-03,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,44.87,10.8,Extensionista,62.1,62.1,0.0,0.03,0.0,0.0,0.0,0.0,,,
1525123,826/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-15,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,53.57,7.35,Profesional de CONAF,42.05,42.05,0.0,0.0,0.0,0.0,0.0,0.0,,,
1528763,1123/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,39.57,6.79,Extensionista,39.0,39.0,0.0,0.04,0.0,0.0,0.0,0.0,,,
1524093,781/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-12,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,42.17,22.8,Extensionista,130.94,130.94,0.0,0.0,0.0,0.0,0.0,0.0,,,
1528732,1122/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,39.57,8.57,Extensionista,49.25,49.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
1516818,466/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-14,Otros Interesados,PRODUCCION MADERERA,C,11,Aysén,62.08,27.5,Profesional de CONAF,150.78,150.78,0.0,0.0,0.0,0.0,0.0,0.0,1,,
1524109,786/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-13,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,46.17,62.7,Extensionista,360.39,360.39,0.0,0.0,0.0,0.0,0.0,0.0,,,
1523624,746/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-08,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,34.57,4.0,Extensionista,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1523666,749/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-09,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,34.57,4.0,Extensionista,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1527178,1099/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-17,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,49.2,3.3,Extensionista,11.87,11.87,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0
1516133,421/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-18,Pequeños Propietarios,PRODUCCION MADERERA,C,11,Aysén,27.87,8.0,Extensionista,81.52,81.52,0.0,0.0,0.0,0.0,0.0,0.0,,,
1523488,739/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,13,Metropolitana,27.52,12.0,Profesional de CONAF,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1530356,1282/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,9,La Araucanía,37.27,2.14,Extensionista,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1473870,158/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.7,Extensionista,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1529104,1239/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Otros Interesados,PRODUCCION MADERERA,C,7,Maule,51.98,32.57,Extensionista,272.02,272.02,0.0,0.0,0.0,0.0,0.0,0.0,,,
1529583,1196/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,16,Ñuble,34.87,4.72,Extensionista,54.29,54.29,0.0,0.0,0.0,0.0,0.0,0.0,,,
1528170,1077/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-17,Pequeños Propietarios,PRODUCCION MADERERA,C,6,O'Higgins,33.47,10.6,Extensionista,121.9,121.9,0.0,0.0,0.0,0.0,0.0,0.0,,,
1528680,1117/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,38.87,12.54,Extensionista,72.0,72.0,0.0,0.08,0.0,0.0,0.0,0.0,,,
1473800,149/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.39,Extensionista,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1473946,166/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.45,Extensionista,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1521315,644/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-14,Pequeños Propietarios,PRODUCCION MADERERA,C,11,Aysén,34.87,5.0,Extensionista,57.5,57.5,0.0,0.0,0.0,0.0,0.0,0.0,,,
1528071,1068/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-17,Pequeños Propietarios,PRODUCCION MADERERA,C,9,La Araucanía,36.57,15.0,Extensionista,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1508875,136/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-04-24,Pequeños Propietarios,PRODUCCION MADERERA,C,10,Los Lagos,40.57,3.0,Extensionista,31.8,31.8,0.0,0.0,0.0,0.0,0.0,0.0,,Si,
1529443,1179/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,11,Aysén,41.56,7.9,Extensionista,21.09,21.09,0.0,0.0,0.0,0.0,0.0,0.0,,,
1522596,712/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-02,Pequeños Propietarios,PRODUCCION MADERERA,C,10,Los Lagos,49.57,2.98,Extensionista,34.27,34.27,0.0,0.0,0.0,0.0,0.0,0.0,,,
1506945,510/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-24,Pequeños Propietarios,PRODUCCION MADERERA,C,13,Metropolitana,40.07,42.1,Consultor,704.11,484.15,0.0,0.0,219.96,116.09,61.1,42.77,,,
1516346,438/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-19,Pequeños Propietarios,BOSQUE PRESERVACION Y FORMACIONES XEROFITICAS DE ALTO VALOR ECOLOGICO,A,6,O'Higgins,57.95,0.55,Extensionista,3.16,3.16,0.0,4.48,0.0,0.0,0.0,0.0,,,
1520084,596/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,6,O'Higgins,49.72,25.0,Extensionista,113.75,113.75,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0
1525512,854/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-15,Pequeños Propietarios,PRODUCCION NO MADERERA,B,9,La Araucanía,59.5,5.0,Extensionista,28.75,28.75,0.0,10.89,0.0,0.0,0.0,0.0,,,
1524896,828/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-15,Pequeños Propietarios,PRODUCCION NO MADERERA,B,11,Aysén,47.25,5.2,Extensionista,29.9,29.9,0.0,44.66,0.0,0.0,0.0,0.0,,,
1528567,1110/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-17,Pequeños Propietarios,PRODUCCION MADERERA,C,11,Aysén,37.57,3.6,Extensionista,41.4,41.4,0.0,0.0,0.0,0.0,0.0,0.0,,,
1526616,946/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,42.57,1.5,Extensionista,17.25,17.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
1473689,140/2024,2024,1471401,"Primer Concurso 2024 Fondo de Conservación, Ley 20.283",2024-03-31,Otros Interesados,PRODUCCION MADERERA,C,8,Biobío,62.08,0.35,Extensionista,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1,Si,
1508933,140/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-14,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,55.82,8.6,Extensionista,30.03,30.03,0.0,0.0,0.0,0.0,0.0,0.0,,Si,1.0
1522197,698/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-30,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,32.57,3.0,Extensionista,34.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,,,
1525200,831/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-15,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,49.2,2.2,Extensionista,11.18,11.18,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0
1526317,919/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Otros Interesados,PRODUCCION MADERERA,C,7,Maule,49.98,30.0,Extensionista,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1510254,227/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-05-14,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,33.17,13.14,Extensionista,151.12,151.12,0.0,0.0,0.0,0.0,0.0,0.0,,,
1517299,498/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-23,Otros Interesados,PRODUCCION NO MADERERA,B,9,La Araucanía,50.57,0.6,Consultor,4.41,3.0,0.0,16.46,1.41,0.74,0.39,0.28,,,
1517815,513/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-24,Pequeños Propietarios,PRODUCCION NO MADERERA,B,14,Los Ríos,38.87,14.77,Extensionista,84.09,84.09,0.0,0.0,0.0,0.0,0.0,0.0,,,
1516956,478/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-23,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,50.17,15.7,Profesional de CONAF,90.1,90.1,0.0,0.0,0.0,0.0,0.0,0.0,,,
1525306,838/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-15,Pequeños Propietarios,PRODUCCION NO MADERERA,B,9,La Araucanía,58.17,28.5,Extensionista,142.4,142.4,0.0,0.0,0.0,0.0,0.0,0.0,,,
1523638,747/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-09,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,34.57,4.0,Extensionista,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1509175,159/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-04-27,Pequeños Propietarios,PRODUCCION MADERERA,C,6,O'Higgins,39.47,15.0,Extensionista,172.5,172.5,0.0,0.0,0.0,0.0,0.0,0.0,,,
1522162,695/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-30,Pequeños Propietarios,PRODUCCION NO MADERERA,B,14,Los Ríos,45.95,2.4,Extensionista,13.8,13.8,0.0,14.43,0.0,0.0,0.0,0.0,,Si,
1522260,701/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,42.17,16.5,Extensionista,94.88,94.88,0.0,0.02,0.0,0.0,0.0,0.0,,,
1260136,579/2018,2018,1248949,Primer Concurso 2018,2018-05-23,Otros Interesados,PRODUCCION MADERERA,C,7,Maule,60.88,15.0,Extensionista,106.8,106.8,0.0,0.0,,,,,,,
1517732,512/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-24,Pequeños Propietarios,PRODUCCION NO MADERERA,B,14,Los Ríos,40.87,10.9,Extensionista,60.06,60.06,0.0,0.0,0.0,0.0,0.0,0.0,,,
1524104,779/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-12,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,40.87,10.45,Extensionista,60.06,60.06,0.0,0.0,0.0,0.0,0.0,0.0,,,
1523652,748/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-09,Pequeños Propietarios,PRODUCCION MADERERA,C,7,Maule,34.57,4.0,Extensionista,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1508815,131/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-04-23,Otros Interesados,PRODUCCION MADERERA,C,6,O'Higgins,49.98,28.0,Extensionista,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1522514,714/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-02,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,48.17,37.2,Extensionista,213.83,213.83,0.0,0.0,0.0,0.0,0.0,0.0,,,
1516290,433/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-19,Pequeños Propietarios,PRODUCCION MADERERA,C,6,O'Higgins,37.22,4.3,Extensionista,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1526496,937/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-16,Pequeños Propietarios,PRODUCCION NO MADERERA,B,9,La Araucanía,54.27,6.0,Extensionista,24.41,24.41,0.0,0.0,0.0,0.0,0.0,0.0,,Si,
1512955,283/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-05-26,Pequeños Propietarios,PRODUCCION NO MADERERA,B,10,Los Lagos,48.27,3.0,Extensionista,17.25,17.25,0.0,1.37,0.0,0.0,0.0,0.0,,Si,
1516237,429/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-06-19,Pequeños Propietarios,PRODUCCION MADERERA,C,11,Aysén,29.17,12.5,Profesional de CONAF,111.25,111.25,0.0,0.0,0.0,0.0,0.0,0.0,,,
1524389,1227/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-18,Pequeños Propietarios,PRODUCCION MADERERA,C,9,La Araucanía,43.57,4.2,Extensionista,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1527037,989/2025,2025,1505353,"Primer Concurso 2025 Fondo de Conservación, Ley 20.283",2025-07-17,Pequeños Propietarios,PRODUCCION MADERERA,C,8,Biobío,29.87,6.98,Profesional de CONAF,56.89,56.89,0.0,0.0,0.0,0.0,0.0,0.0,,Si,
