funding_id,project_id,funder_id,opportunity_id,source_label,amount,amount_unit,paid_amount,cycle,source_dataset
pf-00001,30044764-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00002,40040910-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00003,40040915-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00004,40040982-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00005,40041021-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00006,40041275-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00007,40041441-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00008,40041675-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00009,40041675-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00010,40041675-0,,,MUNICIPAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00011,40041764-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00012,40040909-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00013,40047226-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00014,40006997-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00015,30307073-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00016,30308475-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00017,30313675-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00018,30318723-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00019,30320823-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00020,30326072-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00021,40040833-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00022,40040749-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00023,40045781-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00024,40042135-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00025,40042113-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00026,40041953-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00027,40039684-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00028,40039707-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00029,40039877-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00030,40040096-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00031,40040771-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00032,40040392-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00033,40040584-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00034,40040590-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00035,40040650-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00036,40040653-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00037,40040684-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00038,40040692-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00039,40040736-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00040,40040742-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00041,40040561-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00042,30335222-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00043,30336022-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00044,30271576-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00045,30281972-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00046,30282022-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00047,30283175-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00048,30283372-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00049,30283422-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00050,30283424-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00051,30284472-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00052,30359927-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00053,30288773-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00054,30278228-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00055,30233623-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00056,30359972-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00057,30360231-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00058,30389922-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00059,30391372-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00060,30392925-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00061,30271572-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00062,30271023-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00063,30267225-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00064,30336023-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00065,30336272-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00066,30341679-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00067,30348628-0,,,MUNICIPAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00068,30348628-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00069,30349329-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00070,30352036-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00071,30355586-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00072,30357686-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00073,30358325-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00074,30306622-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00075,30302223-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00076,30296324-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00077,30294123-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00078,30235872-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00079,30242522-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00080,30259623-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00081,30265974-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00082,30266078-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00083,30266374-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00084,40047202-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00085,40047125-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00086,40047100-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00087,40046984-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00088,40037680-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00089,40037685-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00090,40037735-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00091,40038663-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00092,40038668-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00093,40039026-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00094,40039133-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00095,40034223-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00096,40037418-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00097,40039248-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00098,40029288-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00099,40025507-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00100,40025781-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00101,40025878-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00102,40026026-0,,,EMPRESA,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00103,40026239-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00104,40026292-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00105,40031225-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00106,40036590-0,,,EMPRESA,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00107,40035730-0,,,MUNICIPAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00108,40035730-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00109,40035302-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00110,40047313-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00111,40025010-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00112,40047310-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00113,40047220-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00114,40031398-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00115,40031564-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00116,40031586-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00117,40031956-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00118,40032534-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00119,40032535-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00120,40032536-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00121,40032711-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00122,40032883-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00123,40033166-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00124,40033193-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00125,40033431-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00126,40031278-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00127,40033731-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00128,40035286-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00129,40026430-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00130,40026530-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00131,40027187-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00132,40044014-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00133,40044019-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00134,40044023-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00135,40044037-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00136,40044101-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00137,40044378-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00138,40044625-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00139,40044701-0,,,EMPRESA,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00140,40043582-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00141,40042240-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00142,40045815-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00143,40046087-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00144,40046132-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00145,40046168-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00146,40046181-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00147,40046272-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00148,40046273-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00149,40046955-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00150,40045154-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00151,40043227-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00152,40042374-0,,,SECTORIAL,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00153,40042342-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00154,40027655-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00155,40029810-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00156,40027656-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00157,40027738-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00158,40027791-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00159,40027868-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00160,40027982-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00161,40028414-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00162,40028496-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00163,40028503-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00164,40028955-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00165,40028965-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00166,40028979-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00167,40029071-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
pf-00168,40029091-0,gobiernos-regionales-16-subdere-min-interior,fndr-inversi-n-regional-glosa-03-sni,F.N.D.R.,,CLP_millions,,,cl-ssg/cl-ssg-projects
