funding_id,project_id,funder_id,opportunity_id,source_label,amount,amount_unit,paid_amount,cycle,source_dataset
pf-02221,conaf-bn-1420936,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,239.1,UTM,239.1,2022,cl-conaf/cl-conaf-bn-awards
pf-02222,conaf-bn-1389418,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,18.4,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02223,conaf-bn-1408948,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,463.0,UTM,463.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02224,conaf-bn-1389607,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,40.0,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02225,conaf-bn-1415974,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,16.0,UTM,16.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02226,conaf-bn-1414615,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,23.3,UTM,23.3,2022,cl-conaf/cl-conaf-bn-awards
pf-02227,conaf-bn-1416704,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,24.9,UTM,24.9,2022,cl-conaf/cl-conaf-bn-awards
pf-02228,conaf-bn-1418059,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,9.4,UTM,9.4,2022,cl-conaf/cl-conaf-bn-awards
pf-02229,conaf-bn-1418500,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,29.0,UTM,,2022,cl-conaf/cl-conaf-bn-awards
pf-02230,conaf-bn-1422198,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,60.6,UTM,60.6,2022,cl-conaf/cl-conaf-bn-awards
pf-02231,conaf-bn-1419400,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,64.8,UTM,64.8,2022,cl-conaf/cl-conaf-bn-awards
pf-02232,conaf-bn-1417196,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,130.0,UTM,130.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02233,conaf-bn-1438841,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,68.0,UTM,68.0,2023,cl-conaf/cl-conaf-bn-awards
pf-02234,conaf-bn-1418368,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,70.0,UTM,70.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02235,conaf-bn-1417994,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,60.0,UTM,60.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02236,conaf-bn-1411265,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,28.8,UTM,28.8,2022,cl-conaf/cl-conaf-bn-awards
pf-02237,conaf-bn-1439176,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,16.0,UTM,16.0,2023,cl-conaf/cl-conaf-bn-awards
pf-02238,conaf-bn-1439163,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,34.0,UTM,34.0,2023,cl-conaf/cl-conaf-bn-awards
pf-02239,conaf-bn-1416864,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,25.1,UTM,25.1,2022,cl-conaf/cl-conaf-bn-awards
pf-02240,conaf-bn-1417700,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,97.1,UTM,97.1,2022,cl-conaf/cl-conaf-bn-awards
pf-02241,conaf-bn-1480828,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,5.8,UTM,5.8,2024,cl-conaf/cl-conaf-bn-awards
pf-02242,conaf-bn-1412140,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,5.8,UTM,,2022,cl-conaf/cl-conaf-bn-awards
pf-02243,conaf-bn-1417264,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,23.2,UTM,23.2,2022,cl-conaf/cl-conaf-bn-awards
pf-02244,conaf-bn-1417822,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,90.0,UTM,90.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02245,conaf-bn-1421563,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,83.5,UTM,83.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02246,conaf-bn-1416770,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,37.6,UTM,37.6,2022,cl-conaf/cl-conaf-bn-awards
pf-02247,conaf-bn-1411292,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,14.9,UTM,14.9,2022,cl-conaf/cl-conaf-bn-awards
pf-02248,conaf-bn-1413504,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,110.0,UTM,,2022,cl-conaf/cl-conaf-bn-awards
pf-02249,conaf-bn-1414502,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,23.5,UTM,23.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02250,conaf-bn-1414536,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,33.8,UTM,33.8,2022,cl-conaf/cl-conaf-bn-awards
pf-02251,conaf-bn-1386055,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,88.8,UTM,88.8,2021,cl-conaf/cl-conaf-bn-awards
pf-02252,conaf-bn-1411676,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,113.0,UTM,113.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02253,conaf-bn-1411697,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,24.2,UTM,24.2,2022,cl-conaf/cl-conaf-bn-awards
pf-02254,conaf-bn-1414624,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,6.6,UTM,6.6,2022,cl-conaf/cl-conaf-bn-awards
pf-02255,conaf-bn-1414292,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,16.0,UTM,16.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02256,conaf-bn-1264195,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,93.6,UTM,,2018,cl-conaf/cl-conaf-bn-awards
pf-02257,conaf-bn-1417384,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,86.3,UTM,86.3,2022,cl-conaf/cl-conaf-bn-awards
pf-02258,conaf-bn-1414071,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,55.0,UTM,55.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02259,conaf-bn-1414766,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,27.6,UTM,27.6,2022,cl-conaf/cl-conaf-bn-awards
pf-02260,conaf-bn-1386258,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,575.1,UTM,575.1,2021,cl-conaf/cl-conaf-bn-awards
pf-02261,conaf-bn-1386036,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,1050.7,UTM,1050.7,2021,cl-conaf/cl-conaf-bn-awards
pf-02262,conaf-bn-1410482,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,18.3,UTM,18.3,2022,cl-conaf/cl-conaf-bn-awards
pf-02263,conaf-bn-1417331,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,93.4,UTM,93.4,2022,cl-conaf/cl-conaf-bn-awards
pf-02264,conaf-bn-1417223,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,13.5,UTM,,2022,cl-conaf/cl-conaf-bn-awards
pf-02265,conaf-bn-1340673,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,16.9,UTM,,2020,cl-conaf/cl-conaf-bn-awards
pf-02266,conaf-bn-1409437,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,11.5,UTM,11.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02267,conaf-bn-1411070,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,19.7,UTM,19.7,2022,cl-conaf/cl-conaf-bn-awards
pf-02268,conaf-bn-1411865,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,10.9,UTM,10.9,2022,cl-conaf/cl-conaf-bn-awards
pf-02269,conaf-bn-1414281,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,153.2,UTM,153.2,2022,cl-conaf/cl-conaf-bn-awards
pf-02270,conaf-bn-1421820,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,24.0,UTM,24.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02271,conaf-bn-1417848,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,14.4,UTM,14.4,2022,cl-conaf/cl-conaf-bn-awards
pf-02272,conaf-bn-1421967,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,240.0,UTM,240.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02273,conaf-bn-1413509,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,10.3,UTM,10.3,2022,cl-conaf/cl-conaf-bn-awards
pf-02274,conaf-bn-1410016,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,33.3,UTM,33.3,2022,cl-conaf/cl-conaf-bn-awards
pf-02275,conaf-bn-1417611,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,130.0,UTM,130.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02276,conaf-bn-1421182,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,47.9,UTM,47.9,2022,cl-conaf/cl-conaf-bn-awards
pf-02277,conaf-bn-1414250,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,47.7,UTM,47.7,2022,cl-conaf/cl-conaf-bn-awards
pf-02278,conaf-bn-1442084,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,63.2,UTM,63.2,2023,cl-conaf/cl-conaf-bn-awards
pf-02279,conaf-bn-1415354,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,20.5,UTM,20.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02280,conaf-bn-1416142,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,149.2,UTM,149.2,2022,cl-conaf/cl-conaf-bn-awards
pf-02281,conaf-bn-1413402,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,69.7,UTM,69.7,2022,cl-conaf/cl-conaf-bn-awards
pf-02282,conaf-bn-1415349,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,11.5,UTM,11.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02283,conaf-bn-1415340,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,12.0,UTM,12.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02284,conaf-bn-1411788,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,32.6,UTM,32.6,2022,cl-conaf/cl-conaf-bn-awards
pf-02285,conaf-bn-1417565,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,21.2,UTM,21.2,2022,cl-conaf/cl-conaf-bn-awards
pf-02286,conaf-bn-1420127,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,28.0,UTM,28.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02287,conaf-bn-1422081,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,73.0,UTM,73.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02288,conaf-bn-1440780,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,89.2,UTM,89.2,2023,cl-conaf/cl-conaf-bn-awards
pf-02289,conaf-bn-1409944,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,3.9,UTM,3.9,2022,cl-conaf/cl-conaf-bn-awards
pf-02290,conaf-bn-1392753,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,11.4,UTM,11.4,2021,cl-conaf/cl-conaf-bn-awards
pf-02291,conaf-bn-1409280,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,12.4,UTM,12.4,2022,cl-conaf/cl-conaf-bn-awards
pf-02292,conaf-bn-1476869,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,55.1,UTM,55.1,2024,cl-conaf/cl-conaf-bn-awards
pf-02293,conaf-bn-1392935,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,17.2,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02294,conaf-bn-1414576,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,42.0,UTM,42.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02295,conaf-bn-1414882,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,41.5,UTM,41.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02296,conaf-bn-1413230,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,94.4,UTM,94.4,2022,cl-conaf/cl-conaf-bn-awards
pf-02297,conaf-bn-1410645,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,26.7,UTM,26.7,2022,cl-conaf/cl-conaf-bn-awards
pf-02298,conaf-bn-1411325,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,11.1,UTM,11.1,2022,cl-conaf/cl-conaf-bn-awards
pf-02299,conaf-bn-1412489,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,82.5,UTM,82.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02300,conaf-bn-1411523,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,54.2,UTM,54.2,2022,cl-conaf/cl-conaf-bn-awards
pf-02301,conaf-bn-1511768,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,67.7,UTM,67.7,2025,cl-conaf/cl-conaf-bn-awards
pf-02302,conaf-bn-1385580,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,923.8,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02303,conaf-bn-1389039,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,100.5,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02304,conaf-bn-1382747,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,3554.0,UTM,3554.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02305,conaf-bn-1387719,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,53.1,UTM,53.1,2021,cl-conaf/cl-conaf-bn-awards
pf-02306,conaf-bn-1413473,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,36.5,UTM,36.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02307,conaf-bn-1392387,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,26.3,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02308,conaf-bn-1409771,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,59.1,UTM,59.1,2022,cl-conaf/cl-conaf-bn-awards
pf-02309,conaf-bn-1418529,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,1623.5,UTM,1623.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02310,conaf-bn-1409256,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,10.8,UTM,10.8,2022,cl-conaf/cl-conaf-bn-awards
pf-02311,conaf-bn-1386304,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,53.2,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02312,conaf-bn-1327027,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,58.0,UTM,58.0,2020,cl-conaf/cl-conaf-bn-awards
pf-02313,conaf-bn-1481623,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,571.7,UTM,571.7,2024,cl-conaf/cl-conaf-bn-awards
pf-02314,conaf-bn-1413215,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,1932.0,UTM,1932.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02315,conaf-bn-1382738,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,76.8,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02316,conaf-bn-1417341,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,65.9,UTM,65.9,2022,cl-conaf/cl-conaf-bn-awards
pf-02317,conaf-bn-1412408,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,9.0,UTM,9.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02318,conaf-bn-1382205,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,188.0,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02319,conaf-bn-1391496,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,170.8,UTM,170.8,2021,cl-conaf/cl-conaf-bn-awards
pf-02320,conaf-bn-1389634,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,31.4,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02321,conaf-bn-1388542,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,75.5,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02322,conaf-bn-1393005,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,596.1,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02323,conaf-bn-1389173,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,72.3,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02324,conaf-bn-1389468,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,25.1,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02325,conaf-bn-1387463,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,16.0,UTM,16.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02326,conaf-bn-1388691,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,27.0,UTM,27.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02327,conaf-bn-1409748,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,12.2,UTM,12.2,2022,cl-conaf/cl-conaf-bn-awards
pf-02328,conaf-bn-1442599,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,1032.2,UTM,1032.2,2023,cl-conaf/cl-conaf-bn-awards
pf-02329,conaf-bn-1414924,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,20.6,UTM,20.6,2022,cl-conaf/cl-conaf-bn-awards
pf-02330,conaf-bn-1412661,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,68.6,UTM,68.6,2022,cl-conaf/cl-conaf-bn-awards
pf-02331,conaf-bn-1411706,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,19.4,UTM,19.4,2022,cl-conaf/cl-conaf-bn-awards
pf-02332,conaf-bn-1421162,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,19.1,UTM,19.1,2022,cl-conaf/cl-conaf-bn-awards
pf-02333,conaf-bn-1386941,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,47.0,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02334,conaf-bn-1409922,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,154.5,UTM,154.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02335,conaf-bn-1383575,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,53.2,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02336,conaf-bn-1389861,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,93.1,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02337,conaf-bn-1415321,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,30.3,UTM,30.3,2022,cl-conaf/cl-conaf-bn-awards
pf-02338,conaf-bn-1409794,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,63.4,UTM,63.4,2022,cl-conaf/cl-conaf-bn-awards
pf-02339,conaf-bn-1412818,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,80.0,UTM,80.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02340,conaf-bn-1409571,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,247.0,UTM,,2022,cl-conaf/cl-conaf-bn-awards
pf-02341,conaf-bn-1418319,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,57.5,UTM,57.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02342,conaf-bn-1416719,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,200.0,UTM,200.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02343,conaf-bn-1415046,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,20.4,UTM,,2022,cl-conaf/cl-conaf-bn-awards
pf-02344,conaf-bn-1410553,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,56.1,UTM,56.1,2022,cl-conaf/cl-conaf-bn-awards
pf-02345,conaf-bn-1411054,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,24.5,UTM,24.5,2022,cl-conaf/cl-conaf-bn-awards
pf-02346,conaf-bn-1390032,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,84.5,UTM,84.5,2021,cl-conaf/cl-conaf-bn-awards
pf-02347,conaf-bn-1389095,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,199.9,UTM,199.9,2021,cl-conaf/cl-conaf-bn-awards
pf-02348,conaf-bn-1409959,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,15.8,UTM,15.8,2022,cl-conaf/cl-conaf-bn-awards
pf-02349,conaf-bn-1384248,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,376.0,UTM,376.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02350,conaf-bn-1388142,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,9.5,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02351,conaf-bn-1386536,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,277.8,UTM,277.8,2021,cl-conaf/cl-conaf-bn-awards
pf-02352,conaf-bn-1389800,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,180.1,UTM,180.1,2021,cl-conaf/cl-conaf-bn-awards
pf-02353,conaf-bn-1390770,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,95.0,UTM,95.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02354,conaf-bn-1409862,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,52.7,UTM,52.7,2022,cl-conaf/cl-conaf-bn-awards
pf-02355,conaf-bn-1389726,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,164.2,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02356,conaf-bn-1409673,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,22.0,UTM,22.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02357,conaf-bn-1391912,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,19.6,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02358,conaf-bn-1409798,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,11.8,UTM,11.8,2022,cl-conaf/cl-conaf-bn-awards
pf-02359,conaf-bn-1389883,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,34.5,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02360,conaf-bn-1416953,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,648.1,UTM,648.1,2022,cl-conaf/cl-conaf-bn-awards
pf-02361,conaf-bn-1392252,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,70.0,UTM,70.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02362,conaf-bn-1336501,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,204.0,UTM,,2020,cl-conaf/cl-conaf-bn-awards
pf-02363,conaf-bn-1391307,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,32.4,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02364,conaf-bn-1387003,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,46.4,UTM,46.4,2021,cl-conaf/cl-conaf-bn-awards
pf-02365,conaf-bn-1382196,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,141.0,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02366,conaf-bn-1411648,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,76.0,UTM,76.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02367,conaf-bn-1384612,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,64.8,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02368,conaf-bn-1389814,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,217.4,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02369,conaf-bn-1392772,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,155.2,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02370,conaf-bn-1386087,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,148.1,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02371,conaf-bn-1387399,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,127.0,UTM,127.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02372,conaf-bn-1391897,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,94.6,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02373,conaf-bn-1382030,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,55.6,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02374,conaf-bn-1388178,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,27.0,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02375,conaf-bn-1327521,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,21.3,UTM,,2020,cl-conaf/cl-conaf-bn-awards
pf-02376,conaf-bn-1391445,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,37.6,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02377,conaf-bn-1390866,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,475.7,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02378,conaf-bn-1390951,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,32.5,UTM,32.5,2021,cl-conaf/cl-conaf-bn-awards
pf-02379,conaf-bn-1382771,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,1903.0,UTM,1903.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02380,conaf-bn-1388221,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,233.8,UTM,,2021,cl-conaf/cl-conaf-bn-awards
pf-02381,conaf-bn-1418184,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,92.8,UTM,92.8,2022,cl-conaf/cl-conaf-bn-awards
pf-02382,conaf-bn-1410473,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,11.2,UTM,11.2,2022,cl-conaf/cl-conaf-bn-awards
pf-02383,conaf-bn-1442900,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,174.1,UTM,174.1,2023,cl-conaf/cl-conaf-bn-awards
pf-02384,conaf-bn-1385020,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,151.0,UTM,151.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02385,conaf-bn-1287226,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,176.8,UTM,176.8,2019,cl-conaf/cl-conaf-bn-awards
pf-02386,conaf-bn-1419187,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,92.0,UTM,92.0,2022,cl-conaf/cl-conaf-bn-awards
pf-02387,conaf-bn-1417077,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,199.2,UTM,199.2,2022,cl-conaf/cl-conaf-bn-awards
pf-02388,conaf-bn-1392838,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,31.0,UTM,31.0,2021,cl-conaf/cl-conaf-bn-awards
pf-02389,conaf-bn-1382219,conaf,fondo-bosque-nativo-ley-20283,CONAF bonificación,157.8,UTM,,2021,cl-conaf/cl-conaf-bn-awards
