project_id,project_name,action_id,sector,jurisdiction,lifecycle_stage,evaluation_verdict,cost_total,amount_committed,amount_paid,amount_unit,duration_months,beneficiaries_total,owner_formulator,match_label,source_dataset,n_funding_sources,route
30044764-0,CONSTRUCCION CICLO VIA ACCESO ORIENTE ARAUCO RUTA P - 20,ipcc_0105,TRANSPORTE,ARAUCO,EJECUCION,FI,80.0,80.0,,CLP_millions,,0.0,MUNICIPALIDAD DE ARAUCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040910-0,"CONSTRUCCION ILUMINACIÓN SOLAR EN SECTOR LOS CASTILLOS, ANTUCO.",icare_0040,ENERGIA,ANTUCO,EJECUCION,,95.1,95.1,,CLP_millions,,365.0,MUNICIPALIDAD DE ANTUCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040915-0,"CONSTRUCCION ILUMINACIÓN SOLAR EN SECTOR VILLA PELUCA, ANTUCO",icare_0040,ENERGIA,ANTUCO,PERFIL,,95.1,95.1,,CLP_millions,,744.0,MUNICIPALIDAD DE ANTUCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040982-0,CONSTRUCCION ALUMBRADO PUBLICO SUSTENTABLE FOTOVOLTAICO ISLAS DE QUINCHAO,icare_0040,ENERGIA,QUINCHAO,PERFIL,,136.0,136.0,,CLP_millions,,981.0,MUNICIPALIDAD DE QUINCHAO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40041021-0,INSTALACION Y REPOSICION DE LUMINARIAS FOTOVOLTAICAS PUERTO OCTAY,icare_0040,ENERGIA,PUERTO OCTAY,PERFIL,,136.0,136.0,,CLP_millions,,2053.0,MUNICIPALIDAD DE PUERTO OCTAY,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40041275-0,TRANSFERENCIA IMPLEMENTACIÓN PILOTOS ECONOMÍA CIRCULAR ASOCIADOS A LEY REP,c40_0037,MULTISECTORIAL,L BIO BIO,PERFIL,,339.6,339.6,,CLP_millions,12.0,150.0,GOBIERNO REGIONAL - REGION DEL BIO BIO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40041441-0,TRANSFERENCIA ECONOMIA CIRCULAR 4.0 PARA EL DESARROLLO DE INNOVACIÓN EMPRESARIAL,c40_0037,MULTISECTORIAL,LA ARAUCANIA,PERFIL,,1000.0,1000.0,,CLP_millions,36.0,46.0,GOBIERNO REGIONAL - REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40041675-0,CONSTRUCCION PARQUE URBANO RENE SCHNEIDER ETAPA 1- CALAMA,c40_0042,VIVIENDA Y DESARROLLO URBANO,CALAMA,PERFIL,RS,5901.9,0.0,0.0,CLP_millions,,22055.0,SEREMI VIVIENDA REGION DE ANTOFAGASTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),3,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40041764-0,CONSTRUCCION DE CICLOVIAS DE LA COMUNA DE QUILACO,ipcc_0105,TRANSPORTE,,PERFIL,OT,84.4,84.4,,CLP_millions,,17761.0,SEREMI VIVIENDA REGION DEL BIO BIO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040909-0,ADQUISICION DE EXCAVADORA PARA VERTEDERO COMUNA DE MELIPILLA.,c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,MELIPILLA,PERFIL,,136.1,136.1,,CLP_millions,,123627.0,MUNICIPALIDAD DE MELIPILLA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40047226-0,CONSTRUCCION Y MEJORAMIENTO RED CICLOVÍAS GRAN SANTIAGO,ipcc_0105,TRANSPORTE,METROPOLITANA DE SANTIAGO,DISEÑO,FI,8369.8,8369.8,,CLP_millions,,6119984.0,GOBIERNO REGIONAL - REGION METROPOLITANA DE SANTIAGO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40006997-0,"ADQUISICION LUMINARIAS FOTOVOLTAICAS PLAZAS Y AREAS EQUIPAMIENTO ETAPA 2, QUILLO",icare_0040,ENERGIA,QUILLOTA,PERFIL,,374.8,374.8,,CLP_millions,,70000.0,MUNICIPALIDAD DE QUILLOTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30307073-0,"HABILITACION LUMINARIAS SOLARES RURALES, VILLARRICA 2014",icare_0040,ENERGIA,VILLARRICA,PERFIL,,30.0,30.0,,CLP_millions,,6000.0,MUNICIPALIDAD DE VILLARRICA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30308475-0,"CONSTRUCCION RED DE CICLOVIAS RED CORTO PLAZO, TALCA",ipcc_0105,TRANSPORTE,TALCA,DISEÑO,RS,41.9,41.9,,CLP_millions,,17000.0,SEREMI VIVIENDA REGION DEL MAULE,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30313675-0,HABILITACION ALUMBRADO PUBLICO FOTOVOLTAICO EN SERVICIOS PÚBLICOS Y,icare_0040,ENERGIA,EMPEDRADO,EJECUCION,,25.1,25.1,,CLP_millions,,2225.0,GOBIERNO REGIONAL - REGION DEL MAULE,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30318723-0,TRANSFERENCIA MANEJO BOSQUE NATIVO COMO EJE PROD DENDROENERGIA,ipcc_0068,RECURSOS NATURALES Y MEDIO AMBIENTE,AISEN DEL GENERAL CARLOS,EJECUCION,,876.3,0.1,0.1,CLP_millions,62.0,345.0,CORPORACION NACIONAL FORESTAL REGION DE AISEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30320823-0,TRANSFERENCIA SISTEMA SOLAR PARA CULTIVO TECNIFICADO EN EL DESIERTO,icare_0012,ENERGIA,ANTOFAGASTA,PERFIL,,180.0,180.0,,CLP_millions,,,GOBIERNO REGIONAL - REGION DE ANTOFAGASTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30326072-0,TRANSFERENCIA TECNICA EN DESARROLLO DE LA LEÑA (DENDROENERGIA) Y PFNM,ipcc_0068,RECURSOS NATURALES Y MEDIO AMBIENTE,AISEN DEL GENERAL CARLOS,PERFIL,,732.3,732.3,,CLP_millions,60.0,120.0,INSTITUTO DESARROLLO AGROPECUARIO REGION DE AISEN DEL GENERAL CARLOS IBAÑEZ DEL,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040833-0,MEJORAMIENTO E INSTALACIÃ¿N DE LUMINARIAS LED SECTOR RURAL,icare_0137,ENERGIA,CURACAVI,PERFIL,,121.0,121.0,,CLP_millions,,33000.0,MUNICIPALIDAD DE CURACAVI,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040749-0,EQUIPAMIENTO SISTEMA VALORIZACIÓN Y DISMINUCIÓN DE RESIDUOS SÓLIDOS DOMICILIARIO,icare_0122,RECURSOS NATURALES Y MEDIO AMBIENTE,LONQUIMAY,PERFIL,,241.0,241.0,,CLP_millions,,4000.0,MUNICIPALIDAD DE LONQUIMAY,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40045781-0,"TRANSFERENCIA CASA SOLAR SOCIAL, REGIÓN DE ANTOFAGASTA",icare_0012,ENERGIA,ANTOFAGASTA,PERFIL,,4210.0,4210.0,,CLP_millions,3.0,1500.0,SEREMI DE ENERGIA REGION DE ANTOFAGASTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40042135-0,"CONSTRUCCION ALUMBRADO PÚBICO SOLAR, SECTOR EL CORRAL",icare_0040,ENERGIA,ALTO DEL CARMEN,PERFIL,,143.9,143.9,,CLP_millions,,113.0,MUNICIPALIDAD DE ALTO DEL CARMEN,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40042113-0,"CONSTRUCCION CICLOVÍA ARTURO MERINO BENÍTEZ, PUNTA ARENAS",ipcc_0105,TRANSPORTE,PUNTA ARENAS,EJECUCION,RS,297.1,297.1,,CLP_millions,,131592.0,SEREMI VIVIENDA REGION DE MAGALLANES Y ANTARTICA CHILENA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40041953-0,CONSTRUCCION RED DE CICLOVÍAS PUERTO MONTT,ipcc_0105,TRANSPORTE,PUERTO MONTT,PERFIL,OT,184.2,184.2,,CLP_millions,,200000.0,SEREMI VIVIENDA REGION DE LOS LAGOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40039684-0,"CONSTRUCCION CICLOVIA AV. EL PALOMAR, TRAMO 3, COPIAPÓ",ipcc_0105,TRANSPORTE,COPIAPO,DISEÑO,RS,72.9,72.9,,CLP_millions,,8723.0,SEREMI VIVIENDA REGION DE ATACAMA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40039707-0,"CONSERVACION DE LUMINARIAS SOLARES LED EN NUDOS VIALES, COMUNA DE CALAMA",icare_0040,ENERGIA,CALAMA,PERFIL,,363.2,363.2,,CLP_millions,,165731.0,MUNICIPALIDAD DE CALAMA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40039877-0,CONSERVACION ENVOLVENTE TERMICA DEL EDIFICIO SERVIU ÑUBLE,c40_0016,VIVIENDA Y DESARROLLO URBANO,ÑUBLE,EJECUCION,,130.0,130.0,,CLP_millions,,180.0,SEREMI VIVIENDA REGION DE ÑUBLE,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040096-0,TRANSFERENCIA FORTALECIENDO LA GESTIÓN Y VALORIZACIÓN DE RESIDUOS DOMICILIARIOS ,icare_0053,MULTISECTORIAL,LA ARAUCANIA,PERFIL,,220.0,220.0,,CLP_millions,12.0,5000.0,UNIVERSIDAD DE LA FRONTERA DE TEMUCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040771-0,HABILITACION SISTEMA ILUMINACIÓN FOTOVOLTAICA REFUGIOS PEATONALES SECTOR LINAO-G,icare_0040,ENERGIA,ANCUD,PERFIL,,98.0,98.0,,CLP_millions,,1470.0,MUNICIPALIDAD DE ANCUD,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040392-0,TRANSFERENCIA GESTIÓN DE RESIDUOS DEL SECTOR PESQUERO ARTESANAL,icare_0053,MULTISECTORIAL,L BIO BIO,PERFIL,,340.0,340.0,,CLP_millions,18.0,7757.0,GOBIERNO REGIONAL - REGION DEL BIO BIO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040584-0,HABILITACION CICLORUTA AVDA SANTIAGO BUERAS COMUNA DE MAIPU,ipcc_0105,TRANSPORTE,MAIPU,PERFIL,,136.1,136.1,,CLP_millions,,19000.0,MUNICIPALIDAD DE MAIPU,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040590-0,HABILITACION CICLORUTA AVDA ARGENTINA COMUNA DE MAIPU,ipcc_0105,TRANSPORTE,MAIPU,PERFIL,,133.8,133.8,,CLP_millions,,584053.0,MUNICIPALIDAD DE MAIPU,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040650-0,"REPOSICION ACERAS BIOCLIMATICAS Y ARBORIZACIÓN CALLES THOMPSON Y LILLO, COMUNA D",c40_0042,VIVIENDA Y DESARROLLO URBANO,CASTRO,PERFIL,,136.0,136.0,,CLP_millions,,622.0,MUNICIPALIDAD DE CASTRO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040653-0,AMPLIACION ALUMBRADO PUBLICO CON LUMINARIAS FOTOVOLTAICAS DIVERSOS SECTORES COM ,icare_0040,ENERGIA,PUQUELDON,PERFIL,,135.0,135.0,,CLP_millions,,964.0,MUNICIPALIDAD DE PUQUELDON,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040684-0,"HABILITACION LUMINARIAS FOTOVOLTAICAS SECTOR INSULAR ISLA BUTACHAUQUES, COMUNA D",icare_0040,ENERGIA,QUEMCHI,PERFIL,,136.0,136.0,,CLP_millions,,885.0,MUNICIPALIDAD DE QUEMCHI,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040692-0,HABILITACION LUMINARIAS FOTOVOLTAICAS SECTORES INSULARES CHAUQUES E ISLA CAUCAHU,icare_0040,ENERGIA,QUEMCHI,PERFIL,,136.0,136.0,,CLP_millions,,1800.0,MUNICIPALIDAD DE QUEMCHI,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040736-0,"REPOSICION ARBOLADO EN PARQUE QUINTA NORMAL, COMUNA DE SANTIAGO",c40_0042,VIVIENDA Y DESARROLLO URBANO,SANTIAGO,PERFIL,,117.4,117.4,,CLP_millions,,49425.0,MUNICIPALIDAD DE SANTIAGO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040742-0,REPOSICION ARBOLADO EN PARQUES DE LA COMUNA DE SANTIAGO,c40_0042,VIVIENDA Y DESARROLLO URBANO,SANTIAGO,PERFIL,,130.5,130.5,,CLP_millions,,40841.0,MUNICIPALIDAD DE SANTIAGO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40040561-0,HABILITACION CICLOVIA ALBERTO LLONAS-CHACABUCO COMUNA DE MAIPU,ipcc_0105,TRANSPORTE,MAIPU,PERFIL,,129.5,129.5,,CLP_millions,,9000.0,MUNICIPALIDAD DE MAIPU,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30335222-0,CONSTRUCCION OBRAS DE CIERRE VERTEDERO RESIDUOS PUERTO TRANQUILO,c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,AISEN DEL GENERAL CARLOS,PERFIL,RS,114.7,114.7,,CLP_millions,,498.0,GOBIERNO REGIONAL - REGION DE AISEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30336022-0,CONSTRUCCION OBRAS DE CIERRE VERTEDERO RESIDUOS CERRO CASTILLO,c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,AISEN DEL GENERAL CARLOS,EJECUCION,RS,128.3,128.3,,CLP_millions,,341.0,GOBIERNO REGIONAL - REGION DE AISEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30271576-0,CONSTRUCCION CICLOVIA PUENTE HUILLINES-CARAMPANGUE,ipcc_0105,TRANSPORTE,ARAUCO,PERFIL,FI,249.2,249.2,,CLP_millions,,0.0,MUNICIPALIDAD DE ARAUCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30281972-0,"CONSTRUCCION CICLOVIAS Y GESTION TRANSITO ETAPA 1, LA CALERA",ipcc_0105,TRANSPORTE,LA CALERA,EJECUCION,RS,6236.6,1.1,1.0,CLP_millions,,50000.0,SEREMI VIVIENDA REGION DE VALPARAISO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30282022-0,"CONSTRUCCION CICLOVIAS Y GESTION TRANSITO ETAPA 1, SAN FELIPE",ipcc_0105,TRANSPORTE,SAN FELIPE,EJECUCION,RS,4554.2,4554.2,,CLP_millions,,60000.0,SEREMI VIVIENDA REGION DE VALPARAISO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30283175-0,CONSTRUCCION RED CICLOVIAS OSORNO,ipcc_0105,TRANSPORTE,OSORNO,EJECUCION,RS,51.5,51.5,,CLP_millions,,150000.0,SEREMI VIVIENDA REGION DE LOS LAGOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30283372-0,TRANSFERENCIA PROGRAMA PARA LA VALORIZACIÓN DE RESIDUOS DE LA ACTIVID,ipcc_0068,RECURSOS NATURALES Y MEDIO AMBIENTE,LOS RIOS,PERFIL,,475.0,475.0,,CLP_millions,60.0,16525.0,SEREMI AGRICULTURA REGION DE LOS RIOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30283422-0,CONSTRUCCION RED DE CICLOVIA COMUNA DE TALAGANTE,ipcc_0105,TRANSPORTE,METROPOLITANA DE SANTIAGO,EJECUCION,RS,1868.8,1868.8,,CLP_millions,,70000.0,SEREMI VIVIENDA REGION METROPOLITANA DE SANTIAGO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30283424-0,CONSTRUCCION RED DE CICLOVIA COMUNA DE BUIN,ipcc_0105,TRANSPORTE,METROPOLITANA DE SANTIAGO,EJECUCION,RS,2704.3,2704.3,,CLP_millions,,270000.0,SEREMI VIVIENDA REGION METROPOLITANA DE SANTIAGO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30284472-0,CONSTRUCCION RED DE CICLOVIAS PUERTO AYSEN,ipcc_0105,TRANSPORTE,AYSEN,EJECUCION,RS,1459.8,1459.8,,CLP_millions,,2000.0,SEREMI VIVIENDA REGION DE AISEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30359927-0,CONSTRUCCION RED DE CICLOVIAS ANGOL,ipcc_0105,TRANSPORTE,ANGOL,EJECUCION,RS,1160.8,1160.8,,CLP_millions,,55570.0,SEREMI VIVIENDA REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30288773-0,CONSTRUCCION CENTRO TRATAMIENTO INTEGRAL RESIDUOS SÓLIDOS FUTALEUFÚ,icare_0122,RECURSOS NATURALES Y MEDIO AMBIENTE,FUTALEUFU,EJECUCION,RS,1119.6,1119.6,,CLP_millions,,2300.0,MUNICIPALIDAD DE FUTALEUFU,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30278228-0,"CONSTRUCCION CICLOVIA RUTA G 734, COMUNA MARIA PINTO",ipcc_0105,TRANSPORTE,MARIA PINTO,EJECUCION,RS,858.2,858.2,,CLP_millions,,12500.0,MUNICIPALIDAD DE MARIA PINTO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30233623-0,TRANSFERENCIA PROD. DE BRIQUETAS Y PELLET EN BASE AL CHACAY,icare_0015,ENERGIA,LOS LAGOS,PERFIL,,119.0,119.0,,CLP_millions,,,GOBIERNO REGIONAL - REGION DE LOS LAGOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30359972-0,CONSTRUCCION RED DE CICLOVÍAS DE VILLARRICA,ipcc_0105,TRANSPORTE,VILLARRICA,EJECUCION,RS,1075.6,1075.6,,CLP_millions,,45500.0,SEREMI VIVIENDA REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30360231-0,CONSTRUCCION CICLOVIA RUTA S-65 PITRUFQUEN CEMENTERIO,ipcc_0105,TRANSPORTE,PITRUFQUEN,PERFIL,OT,195.6,195.6,,CLP_millions,,2500.0,MUNICIPALIDAD DE PITRUFQUEN,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30389922-0,"REPOSICION LUMINARIAS ALUMBRADO PUBLICO EN CALLES Y PASAJES, SAN PEDRO DE LA PAZ",icare_0040,ENERGIA,SAN PEDRO DE LA PAZ,EJECUCION,FI,1150.5,1150.5,,CLP_millions,,33057.0,MUNICIPALIDAD DE SAN PEDRO DE LA PAZ,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30391372-0,"CONSTRUCCION OBRAS DE CIERRE VERTEDERO ORITO, ISLA DE PASCUA",c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,ISLA DE PASCUA,PERFIL,RS,908.2,908.2,,CLP_millions,,5589.0,MUNICIPALIDAD DE ISLA DE PASCUA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30392925-0,CONSTRUCCION CENTRO GESTIÓN DE RESIDUOS SÓLIDOS COCHRANE-TORTEL,icare_0122,RECURSOS NATURALES Y MEDIO AMBIENTE,,DISEÑO,RS,678.5,0.4,0.4,CLP_millions,,4014.0,MUNICIPALIDAD DE COCHRANE,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30271572-0,"CONSTRUCCION CICLOVIA CARAMPANGUE-LA MESETA, COMUNA DE ARAUCO",ipcc_0105,TRANSPORTE,ARAUCO,EJECUCION,FI,266.7,266.7,,CLP_millions,,3831.0,MUNICIPALIDAD DE ARAUCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30271023-0,"CONSTRUCCION CICLO VIA LARAQUETE - EL PINAR, COMUNA DE ARAUCO",ipcc_0105,TRANSPORTE,ARAUCO,PERFIL,FI,354.2,354.2,,CLP_millions,,4617.0,MUNICIPALIDAD DE ARAUCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30267225-0,CONSTRUCCION ALUMBRADO FOTOVOLTAICO DIVERSOS SECTORES CONTULMO,icare_0040,ENERGIA,CONTULMO,PERFIL,,49.3,49.3,,CLP_millions,,650.0,MUNICIPALIDAD DE CONTULMO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
