project_id,project_name,action_id,sector,jurisdiction,lifecycle_stage,evaluation_verdict,cost_total,amount_committed,amount_paid,amount_unit,duration_months,beneficiaries_total,owner_formulator,match_label,source_dataset,n_funding_sources,route
conaf-bn-1193156,"Manejo bosque nativo, Valparaíso",ipcc_0054,afolu,Valparaíso,executed,,,28.4,28.4,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1189347,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,117.8,117.8,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1187345,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,38.4,38.4,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1386082,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,executed,,,55.0,55.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190863,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,31.6,31.6,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1198319,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,45.0,45.0,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1216984,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,19.0,19.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1217029,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,8.9,8.9,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1198382,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,awarded,,,50.0,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1191006,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,31.2,31.2,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1192096,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,executed,,,25.9,25.9,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194433,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,executed,,,70.4,70.4,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1224084,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,121.4,121.4,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194584,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,executed,,,70.4,70.4,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1187561,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,executed,,,44.8,44.8,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1189946,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,4.7,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1196510,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,14.8,14.8,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194263,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,12.1,12.1,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1197838,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,57.2,57.2,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1189529,"Manejo bosque nativo, Metropolitana",ipcc_0054,afolu,Metropolitana,executed,,,42.2,42.2,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1192540,"Manejo bosque nativo, Ñuble",ipcc_0054,afolu,Ñuble,executed,,,10.5,10.5,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1223471,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,executed,,,17.5,17.5,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1218623,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,46.1,46.1,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194460,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,8.0,8.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1257716,"Manejo bosque nativo, Magallanes",ipcc_0054,afolu,Magallanes,executed,,,1058.4,1058.4,UTM,,,Personal Fomento Conaf,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1198437,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,56.8,56.8,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1226777,"Manejo bosque nativo, Ñuble",ipcc_0054,afolu,Ñuble,executed,,,42.1,42.1,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1217099,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,43.1,43.1,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1217090,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,58.1,58.1,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1183759,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,executed,,,67.0,67.0,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184001,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,executed,,,631.0,631.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1188330,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,62.9,62.9,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1225911,"Manejo bosque nativo, Ñuble",ipcc_0054,afolu,Ñuble,awarded,,,60.8,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1185723,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,34.8,34.8,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1284742,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,executed,,,608.3,608.3,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1198303,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,7.5,7.5,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1228644,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,executed,,,10.4,10.4,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1196551,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,205.1,205.1,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1220073,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,50.0,50.0,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1216822,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,102.8,102.8,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184194,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,92.0,92.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194046,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,executed,,,82.0,82.0,UTM,,,Personal Fomento Conaf,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184601,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,28.6,28.6,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1186854,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,40.9,40.9,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1187870,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,8.9,8.9,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184091,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,8.9,8.9,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190849,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,32.2,32.2,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1198250,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,28.8,28.8,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190430,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,13.6,13.6,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1288094,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,336.8,336.8,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184859,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,13.8,13.8,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194718,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,awarded,,,14.8,,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1186411,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,executed,,,10.6,10.6,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1193578,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,89.0,89.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1187426,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,50.8,50.8,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1217538,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,executed,,,14.1,14.1,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1223191,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,6.4,6.4,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1191517,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,executed,,,163.8,163.8,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1193778,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,68.3,68.3,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1185693,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,38.6,38.6,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1218129,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,26.0,26.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1199722,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,executed,,,29.6,29.6,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1199456,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,48.1,48.1,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1291155,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,executed,,,198.7,198.7,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194571,"Manejo bosque nativo, Magallanes",ipcc_0054,afolu,Magallanes,awarded,,,62.4,,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190802,"Manejo bosque nativo, Valparaíso",ipcc_0054,afolu,Valparaíso,executed,,,103.4,103.4,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1189504,"Manejo bosque nativo, Metropolitana",ipcc_0054,afolu,Metropolitana,executed,,,35.2,35.2,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190111,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,awarded,,,161.9,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1186421,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,awarded,,,9.5,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1195833,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,awarded,,,18.5,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1195101,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,6.8,6.8,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1256649,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,awarded,,,39.6,,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1196265,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,116.9,116.9,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1199112,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,40.6,40.6,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1198274,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,13.0,13.0,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1187503,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,executed,,,27.1,27.1,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190400,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,12.9,12.9,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1220270,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,executed,,,29.8,29.8,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1217693,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,executed,,,46.2,46.2,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1216732,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,18.2,18.2,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1219671,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,40.7,40.7,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1219585,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,24.2,24.2,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1216943,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,42.0,42.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1216650,"Manejo bosque nativo, Los Lagos",ipcc_0054,afolu,Los Lagos,executed,,,29.5,29.5,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184167,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,16.3,16.3,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194760,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,11.2,11.2,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1186210,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,executed,,,119.7,119.7,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190410,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,6.6,6.6,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1196397,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,30.7,30.7,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1187885,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,47.0,47.0,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1186430,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,executed,,,12.3,12.3,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1220196,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,executed,,,169.6,169.6,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184205,"Manejo bosque nativo, Los Ríos",ipcc_0054,afolu,Los Ríos,executed,,,29.5,29.5,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1186201,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,executed,,,105.6,105.6,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190706,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,12.0,12.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1183681,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,5.9,5.9,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1191836,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,158.3,158.3,UTM,,,Otros,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1184878,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,81.4,81.4,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1185547,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,100.4,100.4,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190016,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,8.4,8.4,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1189669,"Manejo bosque nativo, Biobío",ipcc_0054,afolu,Biobío,executed,,,33.2,33.2,UTM,,,Consultor,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190952,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,13.6,13.6,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1190011,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,63.0,63.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1186773,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,63.0,63.0,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194940,"Manejo bosque nativo, La Araucanía",ipcc_0054,afolu,La Araucanía,executed,,,74.9,74.9,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1186332,"Manejo bosque nativo, Maule",ipcc_0054,afolu,Maule,executed,,,69.8,69.8,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1219609,"Manejo bosque nativo, Aysén",ipcc_0054,afolu,Aysén,executed,,,57.5,57.5,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
conaf-bn-1194479,"Manejo bosque nativo, O'Higgins",ipcc_0054,afolu,O'Higgins,executed,,,70.4,70.4,UTM,,,Extensionista,,cl-conaf/cl-conaf-bn-awards,1,"Route A — competitive fund (CONAF bonificación; landowner applies, city facilitates)"
